Species,Species ID,Accepted,Class,Order,Family,Mass,Mass imputed
Psammodromus hispanicus,R185,Psammodromus hispanicus,Reptilia,Squamata,Lacertidae,4.129551323068206,FALSE
Pseudopus apodus,R186,Pseudopus apodus,Reptilia,Squamata,Anguidae,586.1837258458922,FALSE
Rafetus euphraticus,R187,Rafetus euphraticus,Reptilia,Testudines,Trionychidae,24993.29584772676,FALSE
Darevskia chlorogaster,R188,Darevskia chlorogaster,Reptilia,Squamata,Lacertidae,8.6693831429843,FALSE
Tarentola angustimentalis,R189,Tarentola angustimentalis,Reptilia,Squamata,Phyllodactylidae,13.261724817408826,FALSE
Tarentola bischoffi,R190,Tarentola boettgeri,Reptilia,Squamata,Phyllodactylidae,5.684017835483983,FALSE
Tarentola boettgeri,R191,Tarentola boettgeri,Reptilia,Squamata,Phyllodactylidae,10.752271524964334,FALSE
Tarentola delalandii,R192,Tarentola delalandii,Reptilia,Squamata,Phyllodactylidae,15.310962647788728,FALSE
Tarentola gomerensis,R193,Tarentola gomerensis,Reptilia,Squamata,Phyllodactylidae,11.40239361660324,FALSE
Tarentola mauritanica,R194,Tarentola mauritanica,Reptilia,Squamata,Phyllodactylidae,16.409597890466284,FALSE
Telescopus fallax,R195,Telescopus fallax,Reptilia,Squamata,Colubridae,186.2263726134079,FALSE
Testudo graeca,R196,Testudo graeca,Reptilia,Testudines,Testudinidae,4980.95063997891,FALSE
Testudo hermanni,R197,Testudo hermanni,Reptilia,Testudines,Testudinidae,7363.232450976826,FALSE
Emys trinacris,R198,Emys trinacris,Reptilia,Testudines,Emydidae,548.5616844084533,FALSE
Testudo marginata,R199,Testudo marginata,Reptilia,Testudines,Testudinidae,10955.807075214303,FALSE
Trapelus agilis,R200,Trapelus agilis,Reptilia,Squamata,Agamidae,52.983672425822526,FALSE
Trapelus lessonae,R201,Trapelus lessonae,Reptilia,Squamata,Agamidae,3.5401609519762554,TRUE
Trionyx triunguis,R202,Trionyx triunguis,Reptilia,Testudines,Trionychidae,111953.70997255175,FALSE
Xerotyphlops vermicularis,R203,Xerotyphlops vermicularis,Reptilia,Squamata,Typhlopidae,39.57378117580485,FALSE
Varanus griseus,R204,Varanus griseus,Reptilia,Squamata,Varanidae,5542.068074267331,FALSE
Montivipera albizona,R205,Montivipera albizona,Reptilia,Squamata,Viperidae,252.92705892089413,FALSE
Vipera ammodytes,R206,Vipera ammodytes,Reptilia,Squamata,Viperidae,687.7850221720245,FALSE
Vipera aspis,R207,Vipera aspis,Reptilia,Squamata,Viperidae,324.79480484393497,FALSE
Vipera berus,R208,Vipera berus,Reptilia,Squamata,Viperidae,227.40180941176752,FALSE
Montivipera bulgardaghica,R209,Montivipera bulgardaghica,Reptilia,Squamata,Viperidae,225.64633084242507,FALSE
Vipera darevskii,R210,Vipera darevskii,Reptilia,Squamata,Viperidae,41.74989955855182,FALSE
Vipera dinniki,R211,Vipera dinniki,Reptilia,Squamata,Viperidae,112.2481918760946,FALSE
Vipera kaznakovi,R212,Vipera kaznakovi,Reptilia,Squamata,Viperidae,184.60152991904508,FALSE
Vipera latastei,R213,Vipera latastei,Reptilia,Squamata,Viperidae,200.3722454103081,FALSE
Vipera berus nikolskii,R214,Vipera berus nikolskii,Reptilia,Squamata,Viperidae,348.1190513668378,TRUE
Vipera pontica,R215,Vipera,Reptilia,Squamata,Viperidae,117.8745747590937,FALSE
Vipera transcaucasiana,R216,Vipera transcaucasiana,Reptilia,Squamata,Viperidae,184.60152991904508,FALSE
Vipera seoanei,R217,Vipera seoanei,Reptilia,Squamata,Viperidae,184.60152991904508,FALSE
Vipera ursinii,R218,Vipera ursinii,Reptilia,Squamata,Viperidae,117.8745747590937,FALSE
Dolichophis caspius,R219,Dolichophis caspius,Reptilia,Squamata,Colubridae,1200.520780750469,FALSE
Chamaeleo africanus,R220,Chamaeleo africanus,Reptilia,Squamata,Chamaeleonidae,147.82925491868775,FALSE
Dolichophis jugularis,R221,Dolichophis jugularis,Reptilia,Squamata,Colubridae,1200.520780750469,FALSE
Hemorrhois nummifer,R222,Hemorrhois nummifer,Reptilia,Squamata,Colubridae,217.2152732884048,FALSE
Hemorrhois algirus,R223,Hemorrhois algirus,Reptilia,Squamata,Colubridae,165.31304709772604,FALSE
Hierophis viridiflavus carbonarius,R224,Hierophis viridiflavus carbonarius,Reptilia,Squamata,Colubridae,19.232931235860946,TRUE
Dolichophis schmidti,R225,Dolichophis schmidti,Reptilia,Squamata,Colubridae,386.5989195974214,FALSE
Elaphe sauromates,R226,Elaphe sauromates,Reptilia,Squamata,Colubridae,681.263558978744,FALSE
Vipera renardi,R227,Vipera renardi,Reptilia,Squamata,Viperidae,192.38083039641322,FALSE
Stenodactylus grandiceps,R228,Stenodactylus grandiceps,Reptilia,Squamata,Gekkonidae,3.6596329654253803,FALSE
Acanthodactylus boskianus,R229,Acanthodactylus boskianus,Reptilia,Squamata,Lacertidae,19.645467088084157,FALSE
Hemorrhois ravergieri,R230,Hemorrhois ravergieri,Reptilia,Squamata,Colubridae,271.20885925221546,FALSE
Platyceps ventromaculatus,R231,Platyceps ventromaculatus,Reptilia,Squamata,Colubridae,210.7855396455788,FALSE
Eirenis persicus,R232,Eirenis persicus,Reptilia,Squamata,Colubridae,142.51576717525668,FALSE
Rhynchocalamus melanocephalus,R233,Rhynchocalamus melanocephalus,Reptilia,Squamata,Colubridae,25.690991710321775,FALSE
Spalerosophis diadema,R234,Spalerosophis diadema,Reptilia,Squamata,Colubridae,681.263558978744,FALSE
Eublepharis angramainyu,R235,Eublepharis angramainyu,Reptilia,Squamata,Eublepharidae,114.94852927513588,FALSE
Trachylepis septemtaeniata,R236,Heremites septemtaeniatus,Reptilia,Squamata,Scincidae,25.201143482113057,FALSE
Acanthodactylus harranensis,R237,Acanthodactylus harranensis,Reptilia,Squamata,Lacertidae,19.523667511383337,FALSE
Acanthodactylus grandis,R238,Acanthodactylus grandis,Reptilia,Squamata,Lacertidae,24.939207576514388,FALSE
Eremias persica,R239,Eremias persica,Reptilia,Squamata,Lacertidae,21.533178920848034,FALSE
Vipera eriwanensis,R240,Vipera eriwanensis,Reptilia,Squamata,Viperidae,73.45632755100664,FALSE
Zamenis persicus,R241,Zamenis persicus,Reptilia,Squamata,Colubridae,186.2263726134079,FALSE
Vipera lotievi,R242,Vipera lotievi,Reptilia,Squamata,Viperidae,117.8745747590937,FALSE
Mesalina brevirostris,R245,Mesalina brevirostris,Reptilia,Squamata,Lacertidae,5.062025632989812,FALSE
Telescopus nigriceps,R246,Telescopus nigriceps,Reptilia,Squamata,Colubridae,32.042472849643055,FALSE
Pseudocerastes persicus,R247,Pseudocerastes persicus,Reptilia,Squamata,Viperidae,652.0233187855376,FALSE
Letheobia episcopus,R248,Letheobia episcopus,Reptilia,Squamata,Typhlopidae,21.015378871398035,FALSE
Muhtarophis barani,R249,Muhtarophis barani,Reptilia,Squamata,Colubridae,145.99386748674547,TRUE
Macroprotodon mauritanicus,R251,Macroprotodon mauritanicus,Reptilia,Squamata,Colubridae,29.854820887660843,FALSE
Eirenis coronelloides,R252,Eirenis coronelloides,Reptilia,Squamata,Colubridae,7.240895486260831,FALSE
Psammodromus jeanneae,R253,Psammodromus algirus,Reptilia,Squamata,Lacertidae,481.15854605791577,TRUE
