MSW3_ID,Scientific,MSWFamilyLatin,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.Source,Diet.Certainty,ForStrat.Value,ForStrat.Certainty,ForStrat.Comment,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,Activity.Source,Activity.Certainty,BodyMass.Value.g,BodyMass.Source,BodyMass.SpecLevel,Species,plant,animal,diet.elton
666,Callicebus moloch,Pitheciidae,20,0,0,0,0,0,50,0,0,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,854.73,Ref_117,1,Plecturocebus moloch,80,20,omnivore
667,Callicebus regulus,Pitheciidae,20,0,0,0,0,0,50,0,0,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,1011.32,"Ref_2, Ref_3",0,Cheracebus regulus,80,20,omnivore
668,Callicebus torquatus,Pitheciidae,20,0,0,0,0,0,50,0,0,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,1050,Ref_117,1,Cheracebus torquatus,80,20,omnivore
669,Callicebus purinus,Pitheciidae,20,0,0,0,0,0,50,0,0,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,1011.32,"Ref_2, Ref_3",0,Cheracebus purinus,80,20,omnivore
670,Callicebus lugens,Pitheciidae,20,0,0,0,0,0,50,0,0,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,1011.32,"Ref_2, Ref_3",0,Cheracebus lugens,80,20,omnivore
671,Callicebus lucifer,Pitheciidae,20,0,0,0,0,0,50,0,0,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,1500,Ref_127,1,Cheracebus lucifer,80,20,omnivore
672,Callicebus medemi,Pitheciidae,20,0,0,0,0,0,50,0,0,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,1205,Ref_127,1,Cheracebus medemi,80,20,omnivore
673,Cacajao calvus,Pitheciidae,10,0,0,0,10,0,70,0,0,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,5796.02,Ref_117,1,Cacajao calvus,80,20,omnivore
674,Cacajao melanocephalus,Pitheciidae,10,0,0,0,10,0,70,0,0,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,3100,Ref_117,1,Cacajao melanocephalus,80,20,omnivore
675,Chiropotes chiropotes,Pitheciidae,10,0,0,0,0,0,70,0,20,0,Ref_83,ABC,Ar,A,,0,0,1,Ref_2,D1,2949.58,"Ref_2, Ref_3",0,Chiropotes chiropotes,90,10,omnivore
676,Chiropotes albinasus,Pitheciidae,10,0,0,0,0,0,40,0,20,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,2900.01,Ref_117,1,Chiropotes albinasus,90,10,omnivore
677,Chiropotes utahickae,Pitheciidae,0,0,0,0,0,0,30,0,50,20,Ref_107,ABC,Ar,A,,0,0,1,Ref_2,D1,2949.58,"Ref_2, Ref_3",0,Chiropotes utahickae,100,0,herbivore
678,Chiropotes israelita,Pitheciidae,10,0,0,0,0,0,70,0,20,0,Ref_83,ABC,Ar,A,,0,0,1,Ref_2,D1,2949.58,"Ref_2, Ref_3",0,Chiropotes israelita,90,10,omnivore
679,Chiropotes satanas,Pitheciidae,10,0,0,0,0,0,40,0,20,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,2999.99,Ref_117,1,Chiropotes satanas,90,10,omnivore
680,Pithecia pithecia,Pitheciidae,0,30,0,0,0,0,30,10,0,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,1375.5,Ref_117,1,Pithecia pithecia,70,30,omnivore
681,Pithecia irrorata,Pitheciidae,0,30,0,0,0,0,30,10,0,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,2240.99,Ref_117,1,Pithecia irrorata,70,30,omnivore
682,Pithecia albicans,Pitheciidae,0,30,0,0,0,0,30,10,0,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,2800.01,Ref_117,1,Pithecia albicans,70,30,omnivore
683,Pithecia aequatorialis,Pitheciidae,0,30,0,0,0,0,30,10,0,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,2249.99,Ref_117,1,Pithecia aequatorialis,70,30,omnivore
684,Pithecia monachus,Pitheciidae,0,30,0,0,0,0,30,10,0,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,1537.52,Ref_117,1,Pithecia monachus,70,30,omnivore
685,Allenopithecus nigroviridis,Cercopithecidae,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,4749.96,Ref_117,1,Allenopithecus nigroviridis,50,50,omnivore
686,Macaca leonina,Cercopithecidae,10,0,0,0,0,0,80,0,0,10,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,5786.96,"Ref_2, Ref_3",0,Macaca leonina,90,10,omnivore
687,Macaca maura,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,7300,Ref_117,1,Macaca maura,90,10,omnivore
688,Macaca mulatta,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,3713,Ref_117,1,Macaca mulatta,90,10,omnivore
689,Macaca nemestrina,Cercopithecidae,10,0,0,0,0,0,70,0,10,10,Ref_25,ABC,S,A,,0,0,1,Ref_1,ABC,6296.5,Ref_117,1,Macaca nemestrina,90,10,omnivore
690,Macaca nigra,Cercopithecidae,10,0,0,0,0,0,70,0,10,10,Ref_80,ABC,S,A,,0,0,1,Ref_1,ABC,6400,Ref_117,1,Macaca nigra,90,10,omnivore
691,Macaca nigrescens,Cercopithecidae,10,0,0,0,0,0,80,0,0,10,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,5786.96,"Ref_2, Ref_3",0,Macaca nigrescens,90,10,omnivore
692,Macaca ochreata,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,2600,Ref_117,1,Macaca ochreata,90,10,omnivore
693,Macaca radiata,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,3690,Ref_117,1,Macaca radiata,90,10,omnivore
694,Macaca arctoides,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,5000,Ref_117,1,Macaca arctoides,90,10,omnivore
695,Macaca hecki,Cercopithecidae,10,0,0,0,0,0,60,0,10,20,Ref_2,D1,S,A,,0,0,1,Ref_1,ABC,5786.96,"Ref_2, Ref_3",0,Macaca hecki,90,10,omnivore
696,Macaca pagensis,Cercopithecidae,10,0,0,0,0,0,60,0,10,20,Ref_2,D1,S,A,,0,0,1,Ref_1,ABC,4534.66,Ref_58,1,Macaca pagensis,90,10,omnivore
697,Macaca fascicularis,Cercopithecidae,50,0,0,0,0,0,40,0,0,10,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,3991.5,Ref_117,1,Macaca fascicularis,50,50,omnivore
698,Macaca cyclopis,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,6000,Ref_117,1,Macaca cyclopis,90,10,omnivore
699,Macaca assamensis,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,12000,Ref_117,1,Macaca assamensis,90,10,omnivore
700,Macaca siberu,Cercopithecidae,10,0,0,0,0,0,60,0,10,20,Ref_2,D1,S,A,,0,0,1,Ref_1,ABC,5786.96,"Ref_2, Ref_3",0,Macaca siberu,90,10,omnivore
701,Macaca silenus,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,4750,Ref_117,1,Macaca silenus,90,10,omnivore
702,Macaca tonkeana,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,9000,Ref_117,1,Macaca tonkeana,90,10,omnivore
703,Macaca thibetana,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,12000,Ref_117,1,Macaca thibetana,90,10,omnivore
704,Macaca sylvanus,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,7000.03,Ref_117,1,Macaca sylvanus,90,10,omnivore
705,Macaca sinica,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,3590,Ref_117,1,Macaca sinica,90,10,omnivore
706,Macaca fuscata,Cercopithecidae,10,0,0,0,0,0,30,0,20,40,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,10400,Ref_117,1,Macaca fuscata,90,10,omnivore
707,Cercocebus galeritus,Cercopithecidae,20,0,0,0,10,0,70,0,0,0,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,7835.02,Ref_117,1,Cercocebus galeritus,70,30,omnivore
708,Cercocebus sanjei,Cercopithecidae,0,0,0,0,0,0,70,0,0,30,Ref_61,ABC,Ar,A,,0,0,1,Ref_1,ABC,8000,Ref_118,1,Cercocebus sanjei,100,0,herbivore
709,Cercocebus atys,Cercopithecidae,10,0,0,0,0,0,40,0,50,0,Ref_73,ABC,Ar,A,,0,0,1,Ref_1,ABC,6941.24,Ref_58,1,Cercocebus atys,90,10,omnivore
710,Cercocebus agilis,Cercopithecidae,20,0,0,0,10,0,70,0,0,0,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,8000,Ref_117,1,Cercocebus agilis,70,30,omnivore
711,Cercocebus chrysogaster,Cercopithecidae,20,0,0,0,10,0,70,0,0,0,Ref_2,D1,Ar,A,,0,0,1,Ref_1,ABC,12000,Ref_118,1,Cercocebus chrysogaster,70,30,omnivore
712,Cercocebus torquatus,Cercopithecidae,20,0,0,0,10,0,70,0,0,0,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,7749.97,Ref_117,1,Cercocebus torquatus,70,30,omnivore
713,Cercopithecus sclateri,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,3375,Ref_117,1,Cercopithecus sclateri,70,30,omnivore
714,Cercopithecus mona,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,4208.33,Ref_117,1,Cercopithecus mona,70,30,omnivore
715,Cercopithecus neglectus,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,5479.99,Ref_117,1,Cercopithecus neglectus,70,30,omnivore
716,Cercopithecus nictitans,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,5803.34,Ref_117,1,Cercopithecus nictitans,70,30,omnivore
717,Cercopithecus petaurista,Cercopithecidae,20,0,0,0,0,0,30,0,20,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,2774.98,Ref_117,1,Cercopithecus petaurista,80,20,omnivore
718,Cercopithecus pogonias,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,3764.96,Ref_117,1,Cercopithecus pogonias,70,30,omnivore
719,Cercopithecus roloway,Cercopithecidae,40,0,0,0,0,0,50,0,0,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,5500,Ref_120,1,Cercopithecus roloway,60,40,omnivore
720,Cercopithecus solatus,Cercopithecidae,0,0,0,0,10,0,50,0,30,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,6500,Ref_117,1,Allochrocebus solatus,90,10,omnivore
721,Cercopithecus wolfi,Cercopithecidae,0,0,0,0,0,0,70,0,20,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,4000,Ref_117,1,Cercopithecus wolfi,100,0,herbivore
722,Cercopithecus mitis,Cercopithecidae,0,0,0,0,10,0,50,0,30,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,5000,Ref_117,1,Cercopithecus mitis,90,10,omnivore
723,Cercopithecus kandti,Cercopithecidae,10,0,0,0,0,0,60,0,0,30,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,4291.5,"Ref_2, Ref_3",0,Cercopithecus mitis,90,10,omnivore
724,Cercopithecus preussi,Cercopithecidae,0,0,0,0,10,0,50,0,30,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,5250,Ref_117,1,Allochrocebus preussi,90,10,omnivore
725,Cercopithecus doggetti,Cercopithecidae,0,0,0,0,10,0,50,0,30,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,4291.5,"Ref_2, Ref_3",0,Cercopithecus mitis,90,10,omnivore
726,Cercopithecus albogularis,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ref_2,D1,Ar,A,,0,0,1,Ref_1,ABC,4291.5,"Ref_2, Ref_3",0,Cercopithecus mitis,70,30,omnivore
727,Cercopithecus ascanius,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,3550,Ref_117,1,Cercopithecus ascanius,70,30,omnivore
728,Cercopithecus campbelli,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,4099.96,Ref_117,1,Cercopithecus campbelli,70,30,omnivore
729,Cercopithecus cephus,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,3484.98,Ref_117,1,Cercopithecus cephus,70,30,omnivore
730,Cercopithecus diana,Cercopithecidae,30,0,0,0,10,0,50,0,0,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,4175.03,Ref_117,1,Cercopithecus diana,60,40,omnivore
731,Cercopithecus dryas,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,3075,Ref_117,1,Cercopithecus dryas,70,30,omnivore
732,Cercopithecus erythrogaster,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,2500,Ref_117,1,Cercopithecus erythrogaster,70,30,omnivore
733,Cercopithecus erythrotis,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,3918.33,Ref_117,1,Cercopithecus erythrotis,70,30,omnivore
734,Cercopithecus hamlyni,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,6875,Ref_117,1,Cercopithecus hamlyni,70,30,omnivore
735,Cercopithecus lhoesti,Cercopithecidae,0,0,0,0,10,0,50,0,30,10,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,5375.02,Ref_117,1,Allochrocebus lhoesti,90,10,omnivore
736,Cercopithecus lowei,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ref_2,D1,Ar,A,,0,0,1,Ref_1,ABC,4400,Ref_118,1,Cercopithecus lowei,70,30,omnivore
737,Cercopithecus denti,Cercopithecidae,20,0,0,0,10,0,50,0,10,10,Ref_2,D1,Ar,A,,0,0,1,Ref_1,ABC,4500,Ref_118,1,Cercopithecus denti,70,30,omnivore
738,Chlorocebus cynosuros,Cercopithecidae,10,0,0,0,20,0,40,0,10,20,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,4993,"Ref_2, Ref_3",0,Chlorocebus cynosuros,70,30,omnivore
739,Chlorocebus sabaeus,Cercopithecidae,20,0,0,0,20,0,40,0,0,20,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,4993,"Ref_2, Ref_3",0,Chlorocebus sabaeus,60,40,omnivore
740,Chlorocebus tantalus,Cercopithecidae,20,0,0,0,0,0,50,0,0,30,Ref_39,ABC,S,A,,0,0,1,Ref_1,ABC,4993,"Ref_2, Ref_3",0,Chlorocebus tantalus,80,20,omnivore
741,Chlorocebus djamdjamensis,Cercopithecidae,10,0,0,0,0,0,10,0,0,80,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,6000,Ref_118,1,Chlorocebus djamdjamensis,90,10,omnivore
742,Chlorocebus aethiops,Cercopithecidae,20,0,0,0,20,0,40,0,0,20,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,4155,Ref_117,1,Chlorocebus aethiops,60,40,omnivore
743,Chlorocebus pygerythrus,Cercopithecidae,20,0,0,0,20,0,40,0,0,20,Ref_2,D1,S,A,,0,0,1,Ref_1,ABC,4993,"Ref_2, Ref_3",0,Chlorocebus pygerythrus,60,40,omnivore
744,Erythrocebus patas,Cercopithecidae,0,0,0,0,0,0,40,0,20,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,8090,Ref_117,1,Erythrocebus patas,100,0,herbivore
745,Lophocebus albigena,Cercopithecidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,7690.06,Ref_117,1,Lophocebus albigena,100,0,herbivore
746,Lophocebus aterrimus,Cercopithecidae,0,0,0,0,0,0,40,20,40,0,Ref_48,ABC,Ar,A,,0,0,1,Ref_1,ABC,6510.37,Ref_58,1,Lophocebus aterrimus,100,0,herbivore
747,Lophocebus opdenboschi,Cercopithecidae,0,0,0,0,0,0,40,20,40,0,Ref_2,D1,Ar,A,,0,0,1,Ref_1,ABC,7075.67,"Ref_2, Ref_3",0,Lophocebus aterrimus,100,0,herbivore
748,Mandrillus leucophaeus,Cercopithecidae,10,0,0,0,10,0,40,0,30,10,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,14999.96,Ref_117,1,Mandrillus leucophaeus,80,20,omnivore
749,Mandrillus sphinx,Cercopithecidae,10,0,0,0,10,0,40,0,30,10,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,18249.88,Ref_117,1,Mandrillus sphinx,80,20,omnivore
750,Miopithecus talapoin,Cercopithecidae,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,1250,Ref_117,1,Miopithecus talapoin,50,50,omnivore
751,Miopithecus ogouensis,Cercopithecidae,20,0,0,0,0,0,80,0,0,0,Ref_2,D1,Ar,A,,0,0,1,Ref_1,ABC,1250,"Ref_2, Ref_3",0,Miopithecus ogouensis,80,20,omnivore
752,Papio cynocephalus,Cercopithecidae,10,0,0,0,10,0,20,0,0,60,Ref_109,ABC,G,A,,0,0,1,Ref_1,ABC,15822.15,Ref_58,1,Papio cynocephalus,80,20,omnivore
753,Papio ursinus,Cercopithecidae,20,0,0,0,10,0,40,0,20,10,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,17729.44,Ref_58,1,Papio ursinus,70,30,omnivore
754,Papio hamadryas,Cercopithecidae,10,0,0,0,10,0,0,0,0,80,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,21250.05,Ref_117,1,Papio hamadryas,80,20,omnivore
755,Papio anubis,Cercopithecidae,10,40,0,0,0,0,20,0,0,30,Ref_99,ABC,G,A,,0,0,1,Ref_1,ABC,17728.56,Ref_58,1,Papio anubis,50,50,omnivore
756,Papio papio,Cercopithecidae,10,0,0,0,20,0,20,0,10,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,18026.05,Ref_58,1,Papio papio,70,30,omnivore
757,Theropithecus gelada,Cercopithecidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,17049.83,Ref_117,1,Theropithecus gelada,100,0,herbivore
758,Colobus angolensis,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,9850,Ref_117,1,Colobus angolensis,100,0,herbivore
759,Colobus guereza,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,10600,Ref_117,1,Colobus guereza,100,0,herbivore
760,Colobus polykomos,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,9917.45,Ref_117,1,Colobus polykomos,100,0,herbivore
761,Colobus satanas,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,4319.96,Ref_117,1,Colobus satanas,100,0,herbivore
762,Colobus vellerosus,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,7700.18,Ref_58,1,Colobus vellerosus,100,0,herbivore
763,Nasalis larvatus,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,9000,Ref_117,1,Nasalis larvatus,100,0,herbivore
764,Piliocolobus preussi,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ref_2,D1,Ar,A,,0,0,1,Ref_1,ABC,8865.71,Ref_58,1,Piliocolobus preussi,100,0,herbivore
765,Piliocolobus tholloni,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,8591.69,"Ref_2, Ref_3",0,Piliocolobus tholloni,100,0,herbivore
766,Piliocolobus rufomitratus,Cercopithecidae,0,0,0,0,0,0,20,0,10,70,Ref_71,ABC,Ar,A,,0,0,1,Ref_1,ABC,8030.75,Ref_58,1,Piliocolobus rufomitratus,100,0,herbivore
767,Piliocolobus pennantii,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ref_2,D1,Ar,A,,0,0,1,Ref_1,ABC,10896,Ref_58,1,Piliocolobus pennantii,100,0,herbivore
768,Piliocolobus kirkii,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ref_94,ABC,Ar,A,,0,0,1,Ref_1,ABC,7158.29,Ref_58,1,Piliocolobus kirkii,100,0,herbivore
769,Piliocolobus gordonorum,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,8591.69,"Ref_2, Ref_3",0,Piliocolobus gordonorum,100,0,herbivore
770,Piliocolobus foai,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ref_2,D1,Ar,A,,0,0,1,Ref_1,ABC,8591.69,"Ref_2, Ref_3",0,Piliocolobus foai,100,0,herbivore
771,Piliocolobus tephrosceles,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,8591.69,"Ref_2, Ref_3",0,Piliocolobus tephrosceles,100,0,herbivore
772,Piliocolobus badius,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,8430.4,Ref_58,1,Piliocolobus badius,100,0,herbivore
773,Presbytis frontata,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,6050,Ref_117,1,Presbytis frontata,100,0,herbivore
774,Presbytis thomasi,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,6690,Ref_117,1,Presbytis thomasi,100,0,herbivore
775,Presbytis siamensis,Cercopithecidae,0,0,0,0,0,0,50,0,30,20,Ref_8,ABC,Ar,A,,0,0,1,Ref_1,ABC,5895.06,Ref_58,1,Presbytis siamensis,100,0,herbivore
776,Presbytis rubicunda,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,6300,Ref_117,1,Presbytis rubicunda,100,0,herbivore
777,Presbytis potenziani,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,6450,Ref_117,1,Presbytis potenziani,100,0,herbivore
778,Presbytis natunae,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ref_2,D1,Ar,A,,0,0,1,Ref_1,ABC,6374.15,"Ref_2, Ref_3",0,Presbytis natunae,100,0,herbivore
779,Presbytis hosei,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,6500,Ref_117,1,Presbytis hosei,100,0,herbivore
780,Presbytis femoralis,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,7000,Ref_117,1,Presbytis femoralis,100,0,herbivore
781,Presbytis chrysomelas,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ref_2,D1,Ar,A,,0,0,1,Ref_1,ABC,6374.15,"Ref_2, Ref_3",0,Presbytis chrysomelas,100,0,herbivore
782,Presbytis comata,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,6250,Ref_117,1,Presbytis comata,100,0,herbivore
783,Presbytis melalophos,Cercopithecidae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,6300,Ref_117,1,Presbytis melalophos,100,0,herbivore
784,Procolobus verus,Cercopithecidae,0,0,0,0,0,0,10,0,10,80,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,4000,Ref_117,1,Procolobus verus,100,0,herbivore
785,Pygathrix nigripes,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ref_51,ABC,Ar,A,,0,0,1,Ref_1,ABC,10333.32,Ref_58,1,Pygathrix nigripes,100,0,herbivore
786,Pygathrix nemaeus,Cercopithecidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,8310,Ref_117,1,Pygathrix nemaeus,100,0,herbivore
787,Pygathrix cinerea,Cercopithecidae,0,0,0,0,0,0,20,0,10,70,Ref_78,ABC,Ar,A,,0,0,1,Ref_1,ABC,9266.6,"Ref_2, Ref_3",0,Pygathrix cinerea,100,0,herbivore
788,Rhinopithecus brelichi,Cercopithecidae,0,0,0,0,0,0,20,0,10,70,Ref_19,ABC,Ar,A,,0,0,1,Ref_1,ABC,12267.15,Ref_58,1,Rhinopithecus brelichi,100,0,herbivore
789,Rhinopithecus bieti,Cercopithecidae,0,0,0,0,0,0,0,0,0,100,Ref_5,ABC,Ar,A,,0,0,1,Ref_1,ABC,11000.54,Ref_58,1,Rhinopithecus bieti,100,0,herbivore
790,Rhinopithecus avunculus,Cercopithecidae,0,0,0,0,0,0,20,0,10,70,Ref_78,ABC,Ar,A,,0,0,1,Ref_1,ABC,9086.19,Ref_58,1,Rhinopithecus avunculus,100,0,herbivore
791,Rhinopithecus roxellana,Cercopithecidae,0,0,0,0,0,0,10,0,10,80,Ref_67,ABC,Ar,A,,0,0,1,Ref_1,ABC,13456.8,Ref_58,1,Rhinopithecus roxellana,100,0,herbivore
792,Semnopithecus priam,Cercopithecidae,0,0,0,0,0,0,40,0,0,60,Ref_76,ABC,S,A,,0,1,1,Ref_1,ABC,10752,"Ref_2, Ref_3",0,Semnopithecus priam,100,0,herbivore
793,Semnopithecus ajax,Cercopithecidae,0,0,0,0,0,0,20,0,10,70,Ref_2,D1,S,A,,0,1,1,Ref_1,ABC,10752,"Ref_2, Ref_3",0,Semnopithecus ajax,100,0,herbivore
