MSW3_ID,Scientific,MSWFamilyLatin,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.Source,Diet.Certainty,ForStrat.Value,ForStrat.Certainty,ForStrat.Comment,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,Activity.Source,Activity.Certainty,BodyMass.Value.g,BodyMass.Source,BodyMass.SpecLevel,Species,plant,animal,diet.elton
134,Antechinus swainsonii,Dasyuridae,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,53,Ref_117,1,Antechinus swainsonii,0,100,carnivore
135,Antechinus godmani,Dasyuridae,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,76.5,Ref_117,1,Antechinus godmani,0,100,carnivore
136,Micromurexia habbema,Dasyuridae,70,10,20,0,0,0,0,0,0,0,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,46.97,"Ref_2, Ref_3",0,Micromurexia habbema,0,100,carnivore
137,Murexechinus melanurus,Dasyuridae,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,38.02,Ref_58,1,Murexechinus melanurus,0,100,carnivore
138,Murexia longicaudata,Dasyuridae,60,20,20,0,0,0,0,0,0,0,Ref_1,ABC,S,A,,0,1,1,Ref_1,ABC,335.83,Ref_117,1,Murexia longicaudata,0,100,carnivore
139,Paramurexia rothschildi,Dasyuridae,60,20,20,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,53.77,Ref_58,1,Paramurexia rothschildi,0,100,carnivore
140,Phascomurexia naso,Dasyuridae,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,52.62,Ref_58,1,Phascomurexia naso,0,100,carnivore
141,Phascogale calura,Dasyuridae,30,40,30,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,51.5,Ref_117,1,Phascogale calura,0,100,carnivore
142,Phascogale tapoatafa,Dasyuridae,30,40,30,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,193.5,Ref_117,1,Phascogale tapoatafa,0,100,carnivore
143,Antechinomys laniger,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,25.57,Ref_58,1,Antechinomys laniger,0,100,carnivore
144,Ningaui yvonnae,Dasyuridae,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,7,Ref_117,1,Ningaui yvonnae,0,100,carnivore
145,Ningaui ridei,Dasyuridae,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,8.5,Ref_117,1,Ningaui ridei,0,100,carnivore
146,Ningaui timealeyi,Dasyuridae,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,5.7,Ref_117,1,Ningaui timealeyi,0,100,carnivore
147,Sminthopsis griseoventer,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,17.5,Ref_117,1,Sminthopsis griseoventer,0,100,carnivore
148,Sminthopsis virginiae,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,35.25,Ref_117,1,Sminthopsis virginiae,0,100,carnivore
149,Sminthopsis psammophila,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,33.5,Ref_117,1,Sminthopsis psammophila,0,100,carnivore
150,Sminthopsis ooldea,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,11,Ref_117,1,Sminthopsis ooldea,0,100,carnivore
151,Sminthopsis murina,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,17,Ref_117,1,Sminthopsis murina,0,100,carnivore
152,Sminthopsis macroura,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,20,Ref_117,1,Sminthopsis macroura,0,100,carnivore
153,Sminthopsis longicaudata,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,18,Ref_117,1,Sminthopsis longicaudata,0,100,carnivore
154,Sminthopsis leucopus,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,26,Ref_117,1,Sminthopsis leucopus,0,100,carnivore
155,Sminthopsis douglasi,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,55,Ref_117,1,Sminthopsis douglasi,0,100,carnivore
156,Sminthopsis hirtipes,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,15,Ref_117,1,Sminthopsis hirtipes,0,100,carnivore
157,Sminthopsis youngsoni,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,10.1,Ref_117,1,Sminthopsis youngsoni,0,100,carnivore
158,Sminthopsis fuliginosus,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,19.89,"Ref_2, Ref_3",0,Sminthopsis fuliginosus,0,100,carnivore
159,Sminthopsis dolichura,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,13.6,Ref_117,1,Sminthopsis dolichura,0,100,carnivore
160,Sminthopsis crassicaudata,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,15,Ref_117,1,Sminthopsis crassicaudata,0,100,carnivore
161,Sminthopsis butleri,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,25,Ref_117,1,Sminthopsis butleri,0,100,carnivore
162,Sminthopsis boullangerensis,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,19.89,"Ref_2, Ref_3",0,Sminthopsis boullangerensis,0,100,carnivore
163,Sminthopsis bindi,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,17.5,Ref_130,1,Sminthopsis bindi,0,100,carnivore
164,Sminthopsis archeri,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,16,Ref_117,1,Sminthopsis archeri,0,100,carnivore
165,Sminthopsis aitkeni,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,22.5,Ref_117,1,Sminthopsis aitkeni,0,100,carnivore
166,Sminthopsis granulipes,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,25,Ref_117,1,Sminthopsis granulipes,0,100,carnivore
167,Sminthopsis gilberti,Dasyuridae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,19.5,Ref_117,1,Sminthopsis gilberti,0,100,carnivore
168,Planigale gilesi,Dasyuridae,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,9.2,Ref_117,1,Planigale gilesi,0,100,carnivore
169,Planigale tenuirostris,Dasyuridae,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,6.05,Ref_117,1,Planigale tenuirostris,0,100,carnivore
170,Planigale novaeguineae,Dasyuridae,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,14.9,Ref_117,1,Planigale novaeguineae,0,100,carnivore
171,Planigale ingrami,Dasyuridae,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4.25,Ref_117,1,Planigale ingrami,0,100,carnivore
172,Planigale maculata,Dasyuridae,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,11,Ref_117,1,Planigale maculata,0,100,carnivore
173,Macrotis lagotis,Thylacomyidae,70,0,0,0,20,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1350,Ref_117,1,Macrotis lagotis,10,90,omnivore
174,Macrotis leucura,Thylacomyidae,70,0,0,0,20,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,354,Ref_117,1,Macrotis leucura,10,90,omnivore
176,Isoodon auratus,Peramelidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,425,Ref_117,1,Isoodon auratus,0,100,carnivore
177,Isoodon macrourus,Peramelidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1600,Ref_117,1,Isoodon macrourus,0,100,carnivore
178,Isoodon obesulus,Peramelidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,775,Ref_117,1,Isoodon obesulus,0,100,carnivore
179,Perameles nasuta,Peramelidae,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,975,Ref_117,1,Perameles nasuta,10,90,omnivore
180,Perameles gunnii,Peramelidae,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,870,Ref_117,1,Perameles gunnii,10,90,omnivore
181,Perameles eremiana,Peramelidae,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,500,Ref_117,1,Perameles eremiana,10,90,omnivore
182,Perameles bougainville,Peramelidae,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,226,Ref_117,1,Perameles bougainville,10,90,omnivore
183,Peroryctes raffrayana,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,838.5,Ref_117,1,Peroryctes raffrayana,40,60,omnivore
184,Peroryctes broadbenti,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4800,Ref_117,1,Peroryctes broadbenti,40,60,omnivore
185,Echymipera clara,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1236.5,Ref_117,1,Echymipera clara,40,60,omnivore
186,Echymipera davidi,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,950,Ref_117,1,Echymipera davidi,40,60,omnivore
187,Echymipera echinista,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1000,Ref_117,1,Echymipera echinista,40,60,omnivore
188,Echymipera kalubu,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,782.17,Ref_117,1,Echymipera kalubu,40,60,omnivore
189,Echymipera rufescens,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1100,Ref_117,1,Echymipera rufescens,40,60,omnivore
190,Microperoryctes longicauda,Peramelidae,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_2,D1,538,Ref_117,1,Microperoryctes longicauda,30,70,omnivore
191,Microperoryctes murina,Peramelidae,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_2,D1,817.52,Ref_178,2,Microperoryctes murina,30,70,omnivore
192,Microperoryctes papuensis,Peramelidae,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,158,Ref_117,1,Microperoryctes papuensis,30,70,omnivore
193,Rhynchomeles prattorum,Peramelidae,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_3,D2,817.52,Ref_178,2,Rhynchomeles prattorum,30,70,omnivore
194,Phascolarctos cinereus,Phascolarctidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,10250,Ref_117,1,Phascolarctos cinereus,100,0,herbivore
195,Lasiorhinus krefftii,Vombatidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2900,Ref_117,1,Lasiorhinus krefftii,100,0,herbivore
196,Lasiorhinus latifrons,Vombatidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,25500,Ref_117,1,Lasiorhinus latifrons,100,0,herbivore
197,Vombatus ursinus,Vombatidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_58,ABC,26000,Ref_117,1,Vombatus ursinus,100,0,herbivore
198,Burramys parvus,Burramyidae,40,0,0,0,0,0,30,0,30,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,41.5,Ref_117,1,Burramys parvus,60,40,omnivore
199,Cercartetus nanus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,24,Ref_117,1,Cercartetus nanus,70,30,omnivore
200,Cercartetus caudatus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,25,Ref_117,1,Cercartetus caudatus,70,30,omnivore
201,Cercartetus concinnus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,13,Ref_117,1,Cercartetus concinnus,70,30,omnivore
202,Cercartetus lepidus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,7,Ref_117,1,Cercartetus lepidus,70,30,omnivore
203,Ailurops melanotis,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,Ar,A,,0,0,1,Ref_2,D1,10000,"Ref_2, Ref_3",0,Ailurops melanotis,100,0,herbivore
204,Ailurops ursinus,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,10000,Ref_117,1,Ailurops ursinus,100,0,herbivore
205,Phalanger lullulae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1632.5,Ref_117,1,Phalanger lullulae,80,20,omnivore
206,Phalanger vestitus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1850,Ref_117,1,Phalanger vestitus,80,20,omnivore
207,Phalanger sericeus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2003,Ref_117,1,Phalanger sericeus,80,20,omnivore
208,Phalanger rothschildi,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1365,Ref_117,1,Phalanger rothschildi,80,20,omnivore
209,Phalanger ornatus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1787.5,Ref_117,1,Phalanger ornatus,80,20,omnivore
210,Phalanger orientalis,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2168.75,Ref_117,1,Phalanger orientalis,80,20,omnivore
211,Phalanger mimicus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1846.67,"Ref_2, Ref_3",0,Phalanger mimicus,80,20,omnivore
212,Phalanger matabiru,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1846.67,"Ref_2, Ref_3",0,Phalanger matabiru,80,20,omnivore
213,Phalanger intercastellanus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1747.5,Ref_117,1,Phalanger intercastellanus,80,20,omnivore
214,Phalanger gymnotis,Phalangeridae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2597.89,Ref_58,1,Phalanger gymnotis,100,0,herbivore
215,Phalanger carmelitae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2047.5,Ref_117,1,Phalanger carmelitae,80,20,omnivore
216,Phalanger alexandrae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1846.67,"Ref_2, Ref_3",0,Phalanger alexandrae,80,20,omnivore
217,Phalanger matanim,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1550,Ref_117,1,Phalanger matanim,80,20,omnivore
218,Spilocuscus rufoniger,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,6000,Ref_117,1,Spilocuscus rufoniger,100,0,herbivore
219,Spilocuscus kraemeri,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,5535.39,"Ref_2, Ref_3",0,Spilocuscus kraemeri,100,0,herbivore
220,Spilocuscus maculatus,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,5106.75,Ref_117,1,Spilocuscus maculatus,100,0,herbivore
221,Spilocuscus papuensis,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,5535.39,"Ref_2, Ref_3",0,Spilocuscus papuensis,100,0,herbivore
222,Strigocuscus celebensis,Phalangeridae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,500,Ref_117,1,Strigocuscus celebensis,100,0,herbivore
223,Strigocuscus pelengensis,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,500,"Ref_2, Ref_3",0,Strigocuscus pelengensis,80,20,omnivore
224,Trichosurus arnhemensis,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1300,Ref_117,1,Trichosurus arnhemensis,100,0,herbivore
225,Trichosurus caninus,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,3500,Ref_117,1,Trichosurus caninus,100,0,herbivore
226,Trichosurus cunninghami,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ref_7,ABC,Ar,A,,1,0,0,Ref_2,D1,2293.08,"Ref_2, Ref_3",0,Trichosurus cunninghami,100,0,herbivore
227,Trichosurus johnstonii,Phalangeridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2293.08,"Ref_2, Ref_3",0,Trichosurus johnstonii,100,0,herbivore
228,Trichosurus vulpecula,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2650,Ref_117,1,Trichosurus vulpecula,100,0,herbivore
229,Wyulda squamicaudata,Phalangeridae,20,0,0,0,10,0,20,0,0,50,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1675,Ref_117,1,Wyulda squamicaudata,70,30,omnivore
230,Hemibelideus lemuroides,Pseudocheiridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,952.5,Ref_117,1,Hemibelideus lemuroides,100,0,herbivore
231,Petauroides volans,Pseudocheiridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1300,Ref_117,1,Petauroides volans,100,0,herbivore
232,Petropseudes dahli,Pseudocheiridae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1640,Ref_117,1,Petropseudes dahli,100,0,herbivore
233,Pseudocheirus peregrinus,Pseudocheiridae,0,0,0,0,0,0,20,10,0,70,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,900,Ref_117,1,Pseudocheirus peregrinus,100,0,herbivore
234,Pseudochirulus caroli,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,456.02,Ref_58,1,Pseudochirulus caroli,100,0,herbivore
235,Pseudochirulus schlegeli,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,255.44,Ref_58,1,Pseudochirulus schlegeli,100,0,herbivore
236,Pseudochirulus mayeri,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,151.75,Ref_58,1,Pseudochirulus mayeri,100,0,herbivore
237,Pseudochirulus larvatus,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_100,ABC,Ar,A,,1,0,0,Ref_1,ABC,448.3,"Ref_2, Ref_3",0,Pseudochirulus larvatus,100,0,herbivore
238,Pseudochirulus herbertensis,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1098.34,Ref_58,1,Pseudochirulus herbertensis,100,0,herbivore
239,Pseudochirulus forbesi,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,639.16,Ref_58,1,Pseudochirulus forbesi,100,0,herbivore
240,Pseudochirulus cinereus,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,977.48,Ref_58,1,Pseudochirulus cinereus,100,0,herbivore
241,Pseudochirulus canescens,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,300,Ref_58,1,Pseudochirulus canescens,100,0,herbivore
242,Pseudochirops albertisii,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,784.85,Ref_117,1,Pseudochirops albertisii,100,0,herbivore
243,Pseudochirops archeri,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1091.5,Ref_117,1,Pseudochirops archeri,100,0,herbivore
244,Pseudochirops corinnae,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1123,Ref_117,1,Pseudochirops corinnae,100,0,herbivore
245,Pseudochirops coronatus,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,1500,Ref_117,1,Pseudochirops coronatus,100,0,herbivore
246,Pseudochirops cupreus,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1724.5,Ref_117,1,Pseudochirops cupreus,100,0,herbivore
247,Dactylopsila tatei,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,252,Ref_117,1,Dactylopsila tatei,20,80,omnivore
248,Dactylopsila trivirgata,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,413.53,Ref_117,1,Dactylopsila trivirgata,20,80,omnivore
249,Dactylopsila palpator,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,398,Ref_117,1,Dactylopsila palpator,20,80,omnivore
250,Dactylopsila megalura,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,277.74,Ref_178,2,Dactylopsila megalura,20,80,omnivore
251,Gymnobelideus leadbeateri,Petauridae,50,0,0,0,0,0,0,50,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,127,Ref_117,1,Gymnobelideus leadbeateri,50,50,omnivore
252,Petaurus abidi,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,278,Ref_117,1,Petaurus abidi,50,50,omnivore
253,Petaurus breviceps,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,106.28,Ref_117,1,Petaurus breviceps,50,50,omnivore
254,Petaurus norfolcensis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,230,Ref_117,1,Petaurus norfolcensis,50,50,omnivore
255,Petaurus australis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,575,Ref_117,1,Petaurus australis,50,50,omnivore
256,Petaurus gracilis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,353,Ref_117,1,Petaurus gracilis,50,50,omnivore
257,Petaurus biacensis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,90.98,Ref_58,1,Petaurus biacensis,50,50,omnivore
258,Tarsipes rostratus,Tarsipedidae,0,0,0,0,0,0,0,100,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,9,Ref_117,1,Tarsipes rostratus,100,0,herbivore
259,Acrobates pygmaeus,Acrobatidae,80,0,0,0,0,0,0,10,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,12,Ref_117,1,Acrobates pygmaeus,20,80,omnivore
260,Distoechurus pennatus,Acrobatidae,40,0,0,0,0,0,40,20,0,0,Ref_113,ABC,Ar,A,,1,0,0,Ref_1,ABC,44.1,Ref_117,1,Distoechurus pennatus,60,40,omnivore
261,Lagorchestes leporides,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3000,Ref_117,1,Lagorchestes leporides,100,0,herbivore
262,Lagorchestes hirsutus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1265,Ref_117,1,Lagorchestes hirsutus,100,0,herbivore
263,Lagorchestes conspicillatus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3050,Ref_117,1,Lagorchestes conspicillatus,100,0,herbivore
264,Lagorchestes asomatus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1500,Ref_117,1,Lagorchestes asomatus,100,0,herbivore
