Species ID;ITIS code;Catalogue of Life;Class;Order;Family;Species;Author
A1;662323;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Alytes cisternasii;Boscá, 1879 
A2;662324;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Alytes dickhilleni;Arntzen and García-París, 1995 
A3;662326;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Alytes muletensis;(Sanchíz and Adrover, 1979) 
A4;662327;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Alytes obstetricans;(Laurenti, 1768) 
A5;661625;v1.9 rev 2126ab0;Amphibia;Anura;Bombinatoridae;Bombina bombina;(Linnaeus, 1761) 
A6;661631;v1.9 rev 2126ab0;Amphibia;Anura;Bombinatoridae;Bombina pachypus;(Bonaparte, 1838) 
A7;661632;v1.9 rev 2126ab0;Amphibia;Anura;Bombinatoridae;Bombina variegata;(Linnaeus, 1758) 
A8;173480;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Bufo bufo;(Linnaeus, 1758) 
A9;773560;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Epidalea calamita;(Laurenti, 1768) 
A10;585630;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Bufo verrucosissimus;(Pallas, 1814) 
A11;1103405;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Bufotes viridis;(Laurenti, 1768) 
A12;668361;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Chioglossa lusitanica;Bocage, 1864 
A13;662328;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Discoglossus galganoi;Capula, Nascetti, Lanza, Bullini and Crespo, 1985 
A14;662329;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Discoglossus jeanneae;Busack, 1986 
A15;773324;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Discoglossus montalentii;Lanza, Nascetti, Capula and Bullini, 1984 
A16;662330;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Discoglossus pictus;Otth, 1837 
A17;662331;v1.9 rev 2126ab0;Amphibia;Anura;Alytidae;Discoglossus sardus;Tschudi in Otth, 1837 
A18;775916;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Calotriton asper;(Dugès, 1852) 
A19;668372;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Euproctus montanus;(Savi, 1838) 
A20;668373;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Euproctus platycephalus;(Gravenhorst, 1829) 
A21;662424;v1.9 rev 2126ab0;Amphibia;Anura;Hylidae;Hyla arborea;(Linnaeus, 1758) 
A22;662524;v1.9 rev 2126ab0;Amphibia;Anura;Hylidae;Hyla intermedia;Boulenger, 1882 
A23;662563;v1.9 rev 2126ab0;Amphibia;Anura;Hylidae;Hyla meridionalis;Boettger, 1874 
A24;662633;v1.9 rev 2126ab0;Amphibia;Anura;Hylidae;Hyla sarda;(De Betta, 1853) 
A25;662634;v1.9 rev 2126ab0;Amphibia;Anura;Hylidae;Hyla savignyi;Audouin, 1827 
A26;775923;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lyciasalamandra antalyana;(Basoglu and Baran, 1976) 
A27;775924;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lyciasalamandra atifi;(Basoglu, 1967) 
A28;775925;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lyciasalamandra billae;(Franzen and Klewen, 1987) 
A29;775926;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lyciasalamandra fazilae;(Basoglu and Atatür, 1975) 
A30;775927;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lyciasalamandra flavimembris;(Mutz and Steinfartz, 1995) 
A31;775928;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lyciasalamandra helverseni;(Pieper, 1963) 
A32;775929;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lyciasalamandra luschani;(Steindachner, 1891) 
A33;668374;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Mertensiella caucasica;(Waga, 1876) 
A34;668375;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Neurergus crocatus;Cope, 1862 
A35;668378;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Neurergus strauchii;(Steindachner, 1887) 
A36;664729;v1.9 rev 2126ab0;Amphibia;Anura;Pelobatidae;Pelobates cultripes;(Cuvier, 1829) 
A37;664730;v1.9 rev 2126ab0;Amphibia;Anura;Pelobatidae;Pelobates fuscus;(Laurenti, 1768) 
A38;664731;v1.9 rev 2126ab0;Amphibia;Anura;Pelobatidae;Pelobates syriacus;Boettger, 1889 
A39;664733;v1.9 rev 2126ab0;Amphibia;Anura;Pelodytidae;Pelodytes caucasicus;Boulenger, 1896 
A40;664734;v1.9 rev 2126ab0;Amphibia;Anura;Pelodytidae;Pelodytes ibericus;Sánchez-Herraíz, Barbadillo-Escrivá, Machordom and Sanchíz, 2000 
A41;664735;v1.9 rev 2126ab0;Amphibia;Anura;Pelodytidae;Pelodytes punctatus;(Daudin, 1802) 
A42;668389;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Pleurodeles waltl;Michahelles, 1830 
A43;208253;v1.9 rev 2126ab0;Amphibia;Caudata;Proteidae;Proteus anguinus;Laurenti, 1768 
A44;665263;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana arvalis;Nilsson, 1842 
A45;775178;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax bedriagae;(Camerano, 1882) 
A46;775179;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax bergeri;(Günther in Engelmann, Fritzsche, Günther and Obst, 1986) 
A47;775181;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax cerigensis;(Beerli, Hotz, Tunner, Heppich and Uzzell, 1994) 
A48;775183;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax cretensis;(Beerli, Hotz, Tunner, Heppich and Uzzell, 1994) 
A49;665296;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana dalmatina;Fitzinger in Bonaparte, 1838 
A50;775185;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax epeiroticus;(Schneider, Sofianidou and Kyriakopoulou-Sklavounou, 1984) 
A51;775188;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax esculentus;(Gayda, 1940) 
A52;665317;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana graeca;Boulenger, 1891 
A53;n/a;n/a;Amphibia;Anura;Ranidae;Pelophylax kl. grafi;(Crochet, Dubois, Ohler & Tunner, 1995)
A54;n/a;n/a;Amphibia;Anura;Ranidae;Pelophylax kl. hispanicus;(Bonaparte, 1839)
A55;665335;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana iberica;Boulenger, 1879 
A56;665338;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana italica;Dubois, 1987 
A57;775188;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax kurtmuelleri;(Gayda, 1940)
A58;665351;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana latastei;Boulenger, 1879 
A59;775190;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax lessonae;(Camerano, 1882) 
A60;665365;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana macrocnemis;Boulenger, 1885 
A61;775192;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax perezi;(López-Seoane, 1885) 
A62;665405;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana pyrenaica;Serra-Cobo, 1993 
A63;775195;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax ridibundus;(Pallas, 1771) 
A64;775197;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax shqipericus;(Hotz, Uzzell, Günther, Tunner and Heppich, 1987) 
A65;775212;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana tavasensis;Baran and Atatür, 1986 
A66;173444;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana temporaria;Linnaeus, 1758 
A67;668391;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Salamandra atra;Laurenti, 1768 
A68;668392;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Salamandra corsica;Savi, 1838 
A69;668393;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Salamandra infraimmaculata;Martens, 1885 
A70;668394;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Salamandra lanzai;Nascetti, Andreone, Capula and Bullini, 1988 
A71;668396;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Salamandra salamandra;(Linnaeus, 1758) 
A72;668238;v1.9 rev 2126ab0;Amphibia;Caudata;Hynobiidae;Salamandrella keyserlingii;Dybowski, 1870 
A73;775937;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Salamandrina perspicillata;(Savi, 1821) 
A74;775938;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Salamandrina terdigitata;(Bonnaterre, 1789) 
A75;668339;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes ambrosii;(Lanza, 1955) 
A76;668340;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes flavus;(Stefani, 1969) 
A77;668341;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes genei;(Temminck and Schlegel, 1838) 
A78;668342;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes imperialis;(Stefani, 1969) 
A79;668343;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes italicus;(Dunn, 1923) 
A80;775912;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes sarrabusensis;Lanza, Leo, Forti, Cimmaruta, Caputo and Nascetti, 2001 
A81;668344;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes strinatii;(Aellen, 1958) 
A82;668345;v1.9 rev 2126ab0;Amphibia;Caudata;Plethodontidae;Speleomantes supramontis;(Lanza, Nascetti and Bullini, 1986) 
A83;775917;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Ichthyosaura alpestris;(Laurenti, 1768) 
A84;775918;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lissotriton boscai;(Lataste in Tourneville, 1879) 
A85;668400;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Triturus carnifex;(Laurenti, 1768) 
A86;668401;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Triturus cristatus;(Laurenti, 1768) 
A87;668402;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Triturus dobrogicus;(Kiritzescu, 1903) 
A88;775919;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lissotriton helveticus;(Razoumovsky, 1789) 
A89;775920;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lissotriton italicus;(Peracca, 1898) 
A90;668405;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Triturus karelinii;(Strauch, 1870) 
A91;668406;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Triturus marmoratus;(Latreille, 1800) 
A92;775921;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lissotriton montandoni;(Boulenger, 1880) 
A93;668408;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Triturus pygmaeus;(Wolterstorff, 1905) 
A94;775931;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Ommatotriton vittatus;(Gray in Jenyns, 1835) 
A95;775922;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Lissotriton vulgaris;(Linnaeus, 1758) 
A96;775180;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Pelophylax caralitanus;(Arikan, 1988) 
A97;775930;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Ommatotriton ophryticus;(Berthold, 1846) 
A98;665365;v1.9 rev 2126ab0;Amphibia;Anura;Ranidae;Rana macrocnemis holtzi;Werner, 1898 
A99;775915;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Calotriton arnoldi;Carranza and Amat, 2005 
A100;1103437;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Bufotes balearica;(Boettger, 1880) 
A101;1103484;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Bufotes boulengeri;(Lataste, 1879) 
A102;1103430;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Bufotes sicula;(Stöck, Sicilia, Belfiore, Buckley, Lo-Brutto, Lo-Valvo and Arculeo, 2008) 
A103;1103415;v1.9 rev 2126ab0;Amphibia;Anura;Bufonidae;Bufotes variabilis;(Pallas, 1769) 
A104;775940;v1.9 rev 2126ab0;Amphibia;Caudata;Salamandridae;Triturus macedonicus;(Karaman, 1922) 
B1;174474;v1.9 rev 2126ab0;Aves;Gaviiformes;Gaviidae;Gavia stellata;(Pontoppidan, 1763) 
B2;174471;v1.9 rev 2126ab0;Aves;Gaviiformes;Gaviidae;Gavia arctica;(Linnaeus, 1758) 
B3;174469;v1.9 rev 2126ab0;Aves;Gaviiformes;Gaviidae;Gavia immer;(Brunnich, 1764) 
B4;174470;v1.9 rev 2126ab0;Aves;Gaviiformes;Gaviidae;Gavia adamsii;(G. R. Gray, 1859) 
B5;563259;v1.9 rev 2126ab0;Aves;Podicipediformes;Podicipedidae;Tachybaptus ruficollis;(Pallas, 1764) 
B6;174491;v1.9 rev 2126ab0;Aves;Podicipediformes;Podicipedidae;Podiceps cristatus;(Linnaeus, 1758) 
B7;174479;v1.9 rev 2126ab0;Aves;Podicipediformes;Podicipedidae;Podiceps grisegena;(Boddaert, 1783) 
B8;174482;v1.9 rev 2126ab0;Aves;Podicipediformes;Podicipedidae;Podiceps auritus;(Linnaeus, 1758) 
B9;174485;v1.9 rev 2126ab0;Aves;Podicipediformes;Podicipedidae;Podiceps nigricollis;C. L. Brehm, 1831 
B10;174536;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Fulmarus glacialis;(Linnaeus, 1761) 
B11;562557;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Pterodroma feae;(Salvadori, 1900) 
B12;562558;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Pterodroma madeira;Mathews, 1934 
B13;554144;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Bulweria bulwerii;(Jardine & Selby, 1828) 
B14;203446;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Calonectris diomedea;(Scopoli, 1769) 
B15;174555;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Puffinus puffinus;(Brunnich, 1764) 
B16;562599;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Puffinus yelkouan;(Acerbi, 1827) 
B17;723254;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Puffinus mauretanicus;Lowe, 1921 
B18;174559;v1.9 rev 2126ab0;Aves;Procellariiformes;Procellariidae;Puffinus assimilis;Gould, 1838 
B19;174621;v1.9 rev 2126ab0;Aves;Procellariiformes;Hydrobatidae;Pelagodroma marina;(Latham, 1790) 
B20;174663;v1.9 rev 2126ab0;Aves;Procellariiformes;Hydrobatidae;Hydrobates pelagicus;(Linnaeus, 1758) 
B21;174628;v1.9 rev 2126ab0;Aves;Procellariiformes;Hydrobatidae;Oceanodroma leucorhoa;(Vieillot, 1818) 
B22;174636;v1.9 rev 2126ab0;Aves;Procellariiformes;Hydrobatidae;Oceanodroma castro;(Harcourt, 1851) 
B23;174673;v1.9 rev 2126ab0;Aves;Pelecaniformes;Phaethontidae;Phaethon aethereus;Linnaeus, 1758 
B24;174712;v1.9 rev 2126ab0;Aves;Pelecaniformes;Sulidae;Morus bassanus;(Linnaeus, 1758) 
B25;174715;v1.9 rev 2126ab0;Aves;Pelecaniformes;Phalacrocoracidae;Phalacrocorax carbo;(Linnaeus, 1761)
B26;174733;v1.9 rev 2126ab0;Aves;Pelecaniformes;Phalacrocoracidae;Phalacrocorax aristotelis;(Linnaeus, 1761)
B27;561972;v1.9 rev 2126ab0;Aves;Pelecaniformes;Phalacrocoracidae;Phalacrocorax pygmaeus;(Pallas, 1773)
B28;174693;v1.9 rev 2126ab0;Aves;Pelecaniformes;Pelecanidae;Pelecanus onocrotalus;Linnaeus, 1758 
B29;174692;v1.9 rev 2126ab0;Aves;Pelecaniformes;Pelecanidae;Pelecanus crispus;Bruch, 1832 
B30;174781;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Ardea cinerea;Linnaeus, 1758 
B31;174791;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Ardea purpurea;Linnaeus, 1766 
B32;554135;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Ardea alba;(Linnaeus, 1758) 
B33;174816;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Egretta garzetta;(Linnaeus, 1766) 
B34;174864;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Ardeola ralloides;(Scopoli, 1769) 
B35;174803;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Bubulcus ibis;(Linnaeus, 1758) 
B36;174832;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Nycticorax nycticorax;(Linnaeus, 1758) 
B37;174850;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Ixobrychus minutus;(Linnaeus, 1766) 
B38;174859;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ardeidae;Botaurus stellaris;(Linnaeus, 1758) 
B39;174909;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ciconiidae;Ciconia nigra;(Linnaeus, 1758) 
B40;174907;v1.9 rev 2126ab0;Aves;Ciconiiformes;Ciconiidae;Ciconia ciconia;(Linnaeus, 1758) 
B41;174924;v1.9 rev 2126ab0;Aves;Ciconiiformes;Threskiornithidae;Plegadis falcinellus;(Linnaeus, 1766) 
B42;174933;v1.9 rev 2126ab0;Aves;Ciconiiformes;Threskiornithidae;Platalea leucorodia;Linnaeus, 1758 
B43;824111;v1.9 rev 2126ab0;Aves;Phoenicopteriformes;Phoenicopteridae;Phoenicopterus roseus;Pallas, 1811 
B44;174985;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Cygnus olor;(Gmelin, 1789) 
B45;174990;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Cygnus cygnus;(Linnaeus, 1758) 
B46;174987;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Cygnus columbianus;(Ord, 1815) 
B47;175024;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anser fabalis;(Latham, 1787) 
B48;175036;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anser brachyrhynchus;Baillon, 1834 
B49;175020;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anser albifrons;(Scopoli, 1769) 
B50;175033;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anser erythropus;(Linnaeus, 1758) 
B51;175028;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anser anser;(Linnaeus, 1758) 
B53;175014;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Branta leucopsis;(Bechstein, 1803) 
B54;175011;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Branta bernicla;(Linnaeus, 1758) 
B56;175056;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Tadorna ferruginea;(Pallas, 1764) 
B57;175055;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Tadorna tadorna;(Linnaeus, 1758) 
B58;175092;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anas penelope;Linnaeus, 1758 
B59;175073;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anas strepera;Linnaeus, 1758 
B60;175081;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anas crecca;Linnaeus, 1758 
B61;175063;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anas platyrhynchos;Linnaeus, 1758 
B62;175074;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anas acuta;Linnaeus, 1758 
B63;175093;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anas querquedula;Linnaeus, 1758 
B64;175096;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Anas clypeata;Linnaeus, 1758 
B65;553925;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Marmaronetta angustirostris;(Ménétries, 1832) 
B66;175234;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Netta rufina;(Pallas, 1773) 
B67;175126;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Aythya ferina;(Linnaeus, 1758) 
B68;175139;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Aythya nyroca;(Guldenstadt, 1770) 
B69;175135;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Aythya fuligula;(Linnaeus, 1758) 
B70;175130;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Aythya marila;(Linnaeus, 1761) 
B71;175155;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Somateria mollissima;(Linnaeus, 1758) 
B72;175160;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Somateria spectabilis;(Linnaeus, 1758) 
B73;175153;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Polysticta stelleri;(Pallas, 1769) 
B74;175149;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Histrionicus histrionicus;(Linnaeus, 1758) 
B75;175147;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Clangula hyemalis;(Linnaeus, 1758) 
B76;175171;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Melanitta nigra;(Linnaeus, 1758) 
B77;175163;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Melanitta fusca;(Linnaeus, 1758) 
B78;175141;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Bucephala clangula;(Linnaeus, 1758) 
B79;175144;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Bucephala islandica;(Gmelin, 1789) 
B80;175196;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Mergellus albellus;Linnaeus, 1758 
B81;175187;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Mergus serrator;Linnaeus, 1758 
B82;175185;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Mergus merganser;Linnaeus, 1758 
B84;175179;v1.9 rev 2126ab0;Aves;Anseriformes;Anatidae;Oxyura leucocephala;(Scopoli, 1769) 
B85;175590;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Pandion haliaetus;(Linnaeus, 1758) 
B86;175454;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Pernis apivorus;(Linnaeus, 1758) 
B87;175284;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Elanus caeruleus;(Desfontaines, 1789) 
B88;175470;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Milvus milvus;(Linnaeus, 1758) 
B89;175469;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Milvus migrans;(Boddaert, 1783) 
B90;175419;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Haliaeetus albicilla;(Linnaeus, 1758) 
B91;175483;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Gypaetus barbatus;(Linnaeus, 1758) 
B92;175481;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Neophron percnopterus;(Linnaeus, 1758) 
B93;175487;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Gyps fulvus;(Hablizl, 1783) 
B94;175494;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aegypius monachus;(Linnaeus, 1766) 
B95;175502;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Circaetus gallicus;(Gmelin, 1788) 
B96;559297;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Circus aeruginosus;(Linnaeus, 1758) 
B97;175430;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Circus cyaneus;(Linnaeus, 1766) 
B98;175436;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Circus macrourus;(S. G. Gmelin, 1770) 
B99;175439;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Circus pygargus;(Linnaeus, 1758) 
B100;175312;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Accipiter brevipes;(Severtzov, 1850) 
B101;175333;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Accipiter nisus;(Linnaeus, 1758) 
B102;175300;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Accipiter gentilis;(Linnaeus, 1758) 
B103;175383;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Buteo buteo;(Linnaeus, 1758) 
B104;175392;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Buteo rufinus;(Cretzschmar, 1829) 
B105;175373;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Buteo lagopus;(Pontoppidan, 1763) 
B106;175414;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aquila pomarina;C. L. Brehm, 1831 
B107;175411;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aquila clanga;Pallas, 1811 
B108;558729;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aquila nipalensis;Hodgson, 1833 
B109;558728;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aquila adalberti;C. L. Brehm, 1861 
B110;175413;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aquila heliaca;Savigny, 1809 
B111;175407;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aquila chrysaetos;(Linnaeus, 1758) 
B112;824019;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Aquila fasciata;(Vieillot, 1822) 
B113;175568;v1.9 rev 2126ab0;Aves;Falconiformes;Accipitridae;Hieraaetus pennatus;(Gmelin, 1788) 
B114;175646;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco naumanni;Fleischer, 1818 
B115;175620;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco tinnunculus;Linnaeus, 1758 
B116;175656;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco vespertinus;Linnaeus, 1766 
B117;175639;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco eleonorae;Gene, 1839 
B118;175613;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco columbarius;Linnaeus, 1758 
B119;175654;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco subbuteo;Linnaeus, 1758 
B120;175631;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco biarmicus;Temminck, 1825 
B121;175633;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco cherrug;J. E. Gray, 1834 
B122;175599;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco rusticolus;Linnaeus, 1758 
B123;175604;v1.9 rev 2126ab0;Aves;Falconiformes;Falconidae;Falco peregrinus;Tunstall, 1771 
B124;175804;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Lagopus lagopus;(Linnaeus, 1758) 
