Taxon,Binomial,Family,Insular (Y/N),Maximum mass (log10(g)),Appears in fossil record? (Y/N),Reference for body size,Reference for fossil record
Lizards,Ctenotus taeniolatus,Scincidae,N,1.169580331,N,"Feldman et al., 2016",
Lizards,Ctenotus tanamiensis,Scincidae,N,1.261069521,N,"Feldman et al., 2016",
Lizards,Ctenotus tantillus,Scincidae,N,0.256186559,N,"Feldman et al., 2016",
Lizards,Ctenotus terrareginae,Scincidae,N,1.185249063,N,"Feldman et al., 2016",
Lizards,Ctenotus uber,Scincidae,N,1.054704929,N,"Feldman et al., 2016",
Lizards,Ctenotus vagus,Scincidae,N,0.178517936,N,"Feldman et al., 2016",
Lizards,Ctenotus vertebralis,Scincidae,N,0.494631124,N,"Feldman et al., 2016",
Lizards,Ctenotus xenopleura,Scincidae,N,0.360974144,N,"Feldman et al., 2016",
Lizards,Ctenotus youngsoni,Scincidae,N,1.088497815,N,"Feldman et al., 2016",
Lizards,Ctenotus zastictus,Scincidae,N,0.616650387,N,"Feldman et al., 2016",
Lizards,Ctenotus zebrilla,Scincidae,N,0.048051712,N,"Feldman et al., 2016",
Lizards,Cyclodomorphus branchialis,Scincidae,N,1.588676243,N,"Feldman et al., 2016",
Lizards,Cyclodomorphus casuarinae,Scincidae,N,2.109733523,N,"Feldman et al., 2016",
Lizards,Cyclodomorphus celatus,Scincidae,N,1.600313961,N,"Feldman et al., 2016",
Lizards,Cyclodomorphus maxima,Scincidae,N,2.513160703,N,"Feldman et al., 2016",
Lizards,Cyclodomorphus melanops,Scincidae,N,1.722333224,N,"Feldman et al., 2016",
Lizards,Cyclodomorphus michaeli,Scincidae,N,2.109733523,N,"Feldman et al., 2016",
Lizards,Cyclodomorphus praealtus,Scincidae,N,1.65709649,N,"Feldman et al., 2016",
Lizards,Cyclodomorphus venustus,Scincidae,N,1.35387885,N,"Feldman et al., 2016",
Lizards,Dasia griffini,Scincidae,Y,1.553172148,N,"Feldman et al., 2016",
Lizards,Dasia grisea,Scincidae,N,1.700923085,N,"Feldman et al., 2016",
Lizards,Dasia haliana,Scincidae,Y,1.105093711,N,"Feldman et al., 2016",
Lizards,Dasia johnsinghi,Scincidae,N,1.203823333,N,"Feldman et al., 2016",
Lizards,Dasia nicobarensis,Scincidae,Y,1.304668998,N,"Feldman et al., 2016",
Lizards,Dasia olivacea,Scincidae,N,1.901598675,N,"Feldman et al., 2016",
Lizards,Dasia semicincta,Scincidae,Y,1.700923085,N,"Feldman et al., 2016",
Lizards,Dasia subcaerulea,Scincidae,N,1.178063184,N,"Feldman et al., 2016",
Lizards,Dasia vittata,Scincidae,Y,1.275753811,N,"Feldman et al., 2016",
Lizards,Egernia cunninghami,Scincidae,N,2.617948288,N,"Feldman et al., 2016",
Lizards,Egernia cygnitos,Scincidae,N,1.559152271,N,"Feldman et al., 2016",
Lizards,Egernia depressa,Scincidae,N,1.553172148,N,"Feldman et al., 2016",
Lizards,Egernia douglasi,Scincidae,N,2.077119567,N,"Feldman et al., 2016",
Lizards,Egernia eos,Scincidae,N,1.46665698,N,"Feldman et al., 2016",
Lizards,Egernia epsisolus,Scincidae,N,1.46665698,N,"Feldman et al., 2016",
Lizards,Egernia formosa,Scincidae,N,1.427880218,N,"Feldman et al., 2016",
Lizards,Egernia hosmeri,Scincidae,N,2.157274919,N,"Feldman et al., 2016",
Lizards,Egernia kingii,Scincidae,N,2.617948288,N,"Feldman et al., 2016",
Lizards,Egernia mcpheei,Scincidae,N,1.834580065,N,"Feldman et al., 2016",
Lizards,Egernia napoleonis,Scincidae,N,1.732916949,N,"Feldman et al., 2016",
Lizards,Egernia pilbarensis,Scincidae,N,1.600313961,N,"Feldman et al., 2016",
Lizards,Egernia richardi,Scincidae,N,1.401420247,N,"Feldman et al., 2016",
Lizards,Egernia rugosa,Scincidae,N,2.457676403,N,"Feldman et al., 2016",
Lizards,Egernia saxatilis,Scincidae,N,1.753847738,N,"Feldman et al., 2016",
Lizards,Egernia stokesii,Scincidae,N,2.353268245,N,"Feldman et al., 2016",
Lizards,Egernia striolata,Scincidae,N,1.576941138,N,"Feldman et al., 2016",
Lizards,Emoia adspersa,Scincidae,Y,1.231231441,N,"Feldman et al., 2016",
Lizards,Emoia aenea,Scincidae,Y,0.86842583,N,"Feldman et al., 2016",
Lizards,Emoia ahli,Scincidae,Y,0.662632765,N,"Feldman et al., 2016",
Lizards,Emoia aneityumensis,Scincidae,Y,1.268430887,N,"Feldman et al., 2016",
Lizards,Emoia arnoensis,Scincidae,Y,1.346953716,N,"Feldman et al., 2016",
Lizards,Emoia atrocostata,Scincidae,N,1.333,N,"Feldman et al., 2016",
Lizards,Emoia aurulenta,Scincidae,Y,0.346880187,N,"Feldman et al., 2016",
Lizards,Emoia battersbyi,Scincidae,Y,0.970116263,N,"Feldman et al., 2016",
Lizards,Emoia baudini,Scincidae,Y,0.792171279,N,"Feldman et al., 2016",
Lizards,Emoia bismarckensis,Scincidae,Y,0.872326631,N,"Feldman et al., 2016",
Lizards,Emoia boettgeri,Scincidae,Y,0.966478552,N,"Feldman et al., 2016",
Lizards,Emoia bogerti,Scincidae,Y,0.593081146,N,"Feldman et al., 2016",
Lizards,Emoia brongersmai,Scincidae,Y,0.82880916,N,"Feldman et al., 2016",
Lizards,Emoia caeruleocauda,Scincidae,Y,0.750307368,N,"Feldman et al., 2016",
Lizards,Emoia callisticta,Scincidae,Y,0.519899139,N,"Feldman et al., 2016",
Lizards,Emoia campbelli,Scincidae,Y,1.304668998,N,"Feldman et al., 2016",
Lizards,Emoia coggeri,Scincidae,Y,0.355353548,N,"Feldman et al., 2016",
Lizards,Emoia concolor,Scincidae,Y,1.261069521,N,"Feldman et al., 2016",
Lizards,Emoia cyanogaster,Scincidae,Y,1.318906043,N,"Feldman et al., 2016",
Lizards,Emoia cyanura,Scincidae,Y,0.728897229,N,"Feldman et al., 2016",
Lizards,Emoia cyclops,Scincidae,Y,0.547177994,N,"Feldman et al., 2016",
Lizards,Emoia digul,Scincidae,Y,0.539790776,N,"Feldman et al., 2016",
Lizards,Emoia erronan,Scincidae,Y,1.346953716,N,"Feldman et al., 2016",
Lizards,Emoia flavigularis,Scincidae,Y,0.938890707,N,"Feldman et al., 2016",
Lizards,Emoia guttata,Scincidae,Y,0.891669515,N,"Feldman et al., 2016",
Lizards,Emoia impar,Scincidae,Y,0.360974144,N,"Feldman et al., 2016",
Lizards,Emoia irianensis,Scincidae,Y,0.698363026,N,"Feldman et al., 2016",
Lizards,Emoia isolata,Scincidae,Y,0.616650387,N,"Feldman et al., 2016",
Lizards,Emoia jakati,Scincidae,Y,0.450602158,N,"Feldman et al., 2016",
Lizards,Emoia jamur,Scincidae,Y,0.396968972,N,"Feldman et al., 2016",
Lizards,Emoia kitcheneri,Scincidae,Y,0.012547616,N,"Feldman et al., 2016",
Lizards,Emoia klossi,Scincidae,Y,1.193018262,N,"Feldman et al., 2016",
Lizards,Emoia kordoana,Scincidae,Y,0.635224657,N,"Feldman et al., 2016",
Lizards,Emoia kuekenthali,Scincidae,Y,1.01832355,N,"Feldman et al., 2016",
Lizards,Emoia laobaoense,Scincidae,N,0.910749223,N,"Feldman et al., 2016",
Lizards,Emoia lawesi,Scincidae,Y,1.414712639,N,"Feldman et al., 2016",
Lizards,Emoia longicauda,Scincidae,N,1.333,N,"Feldman et al., 2016",
Lizards,Emoia loveridgei,Scincidae,Y,0.244045038,N,"Feldman et al., 2016",
Lizards,Emoia loyaltiensis,Scincidae,Y,1.075078221,N,"Feldman et al., 2016",
Lizards,Emoia maculata,Scincidae,Y,0.832821571,N,"Feldman et al., 2016",
Lizards,Emoia maxima,Scincidae,Y,0.274203983,N,"Feldman et al., 2016",
Lizards,Emoia mivarti,Scincidae,Y,0.532364438,N,"Feldman et al., 2016",
Lizards,Emoia mokolahi,Scincidae,Y,1.404088824,N,"Feldman et al., 2016",
Lizards,Emoia mokosariniveikau,Scincidae,Y,0.497178513,N,"Feldman et al., 2016",
Lizards,Emoia montana,Scincidae,Y,0.836822535,N,"Feldman et al., 2016",
Lizards,Emoia nativittatis,Scincidae,Y,0.984573472,N,"Feldman et al., 2016",
Lizards,Emoia nigra,Scincidae,Y,1.679180992,N,"Feldman et al., 2016",
Lizards,Emoia nigromarginata,Scincidae,Y,1.020077568,N,"Feldman et al., 2016",
Lizards,Emoia obscura,Scincidae,Y,0.696156359,N,"Feldman et al., 2016",
Lizards,Emoia oribata,Scincidae,Y,0.968298587,N,"Feldman et al., 2016",
Lizards,Emoia oriva,Scincidae,Y,1.183690045,N,"Feldman et al., 2016",
Lizards,Emoia pallidiceps,Scincidae,Y,0.651277749,N,"Feldman et al., 2016",
Lizards,Emoia paniai,Scincidae,Y,0.372148202,N,"Feldman et al., 2016",
Lizards,Emoia parkeri,Scincidae,Y,0.463695968,N,"Feldman et al., 2016",
Lizards,Emoia physicae,Scincidae,Y,0.977363498,N,"Feldman et al., 2016",
Lizards,Emoia physicina,Scincidae,Y,0.380470701,N,"Feldman et al., 2016",
Lizards,Emoia ponapea,Scincidae,Y,0.383233927,N,"Feldman et al., 2016",
Lizards,Emoia popei,Scincidae,Y,0.728897229,N,"Feldman et al., 2016",
Lizards,Emoia pseudocyanura,Scincidae,Y,0.832821571,N,"Feldman et al., 2016",
Lizards,Emoia pseudopallidiceps,Scincidae,Y,0.713713232,N,"Feldman et al., 2016",
Lizards,Emoia reimschiisseli,Scincidae,Y,0.984573472,N,"Feldman et al., 2016",
Lizards,Emoia rennellensis,Scincidae,Y,0.213223207,N,"Feldman et al., 2016",
Lizards,Emoia ruficauda,Scincidae,Y,0.46889945,N,"Feldman et al., 2016",
Lizards,Emoia rufilabialis,Scincidae,Y,0.737500549,N,"Feldman et al., 2016",
Lizards,Emoia samoensis,Scincidae,Y,1.565107002,N,"Feldman et al., 2016",
Lizards,Emoia sanfordi,Scincidae,Y,1.543550587,N,"Feldman et al., 2016",
Lizards,Emoia schmidti,Scincidae,Y,0.69173258,N,"Feldman et al., 2016",
Lizards,Emoia similis,Scincidae,Y,0.213223207,N,"Feldman et al., 2016",
Lizards,Emoia slevini,Scincidae,Y,1.088497815,N,"Feldman et al., 2016",
Lizards,Emoia sorex,Scincidae,Y,0.597826791,N,"Feldman et al., 2016",
Lizards,Emoia submetallica,Scincidae,Y,0.707155136,N,"Feldman et al., 2016",
Lizards,Emoia taumakoensis,Scincidae,Y,0.593081146,N,"Feldman et al., 2016",
Lizards,Emoia tetrataenia,Scincidae,Y,0.696156359,N,"Feldman et al., 2016",
Lizards,Emoia tongana,Scincidae,Y,0.927701789,N,"Feldman et al., 2016",
Lizards,Emoia tropidolepis,Scincidae,Y,0.899332577,N,"Feldman et al., 2016",
Lizards,Emoia trossula,Scincidae,Y,1.447402625,N,"Feldman et al., 2016",
Lizards,Emoia tuitarere,Scincidae,Y,1.231231441,N,"Feldman et al., 2016",
Lizards,Emoia veracunda,Scincidae,Y,0.434726477,N,"Feldman et al., 2016",
Lizards,Eremiascincus antoniorum,Scincidae,Y,0.771395538,N,"Feldman et al., 2016",
Lizards,Eremiascincus brongersmai,Scincidae,N,1.304668998,N,"Feldman et al., 2016",
Lizards,Eremiascincus butlerorum,Scincidae,Y,0.360974144,N,"Feldman et al., 2016",
Lizards,Eremiascincus douglasi,Scincidae,N,1.054704929,N,"Feldman et al., 2016",
Lizards,Eremiascincus emigrans,Scincidae,Y,0.802444855,N,"Feldman et al., 2016",
Lizards,Eremiascincus fasciolatus,Scincidae,N,1.627856651,N,"Feldman et al., 2016",
Lizards,Eremiascincus intermedius,Scincidae,N,1.161679821,N,"Feldman et al., 2016",
Lizards,Eremiascincus isolepis,Scincidae,N,0.929572819,N,"Feldman et al., 2016",
Lizards,Eremiascincus musivus,Scincidae,N,0.597826791,N,"Feldman et al., 2016",
Lizards,Eremiascincus pallidus,Scincidae,N,0.966478552,N,"Feldman et al., 2016",
Lizards,Eremiascincus pardalis,Scincidae,N,0.929572819,N,"Feldman et al., 2016",
Lizards,Eremiascincus phantasmus,Scincidae,N,1.223671655,N,"Feldman et al., 2016",
Lizards,Eremiascincus richardsonii,Scincidae,N,1.668182215,N,"Feldman et al., 2016",
Lizards,Eremiascincus timorensis,Scincidae,Y,1.231231441,N,"Feldman et al., 2016",
Lizards,Eroticoscincus graciloides,Scincidae,N,-0.390063794,N,"Feldman et al., 2016",
Lizards,Eugongylus albofasciolatus,Scincidae,N,2.39333774,N,"Feldman et al., 2016",
Lizards,Eugongylus mentovarius,Scincidae,Y,1.553172148,N,"Feldman et al., 2016",
Lizards,Eugongylus rufescens,Scincidae,N,2.068846169,N,"Feldman et al., 2016",
Lizards,Eugongylus sulaensis,Scincidae,Y,1.774470711,N,"Feldman et al., 2016",
Lizards,Eugongylus unilineatus,Scincidae,Y,1.565107002,N,"Feldman et al., 2016",
Lizards,Eulamprus heatwolei,Scincidae,N,1.333,N,"Feldman et al., 2016",
Lizards,Eulamprus kosciuskoi,Scincidae,N,1.105093711,N,"Feldman et al., 2016",
Lizards,Eulamprus leuraensis,Scincidae,N,1.105093711,N,"Feldman et al., 2016",
Lizards,Eulamprus quoyii,Scincidae,N,1.668182215,N,"Feldman et al., 2016",
Lizards,Eulamprus tympanum,Scincidae,N,1.334401636,Y,"Feldman et al., 2016","Reed & Bourne, 2000"
Lizards,Eumeces algeriensis,Scincidae,N,2.373446103,N,"Feldman et al., 2016",
Lizards,Eumeces blythianus,Scincidae,N,1.479347899,N,"Feldman et al., 2016",
Lizards,Eumeces cholistanensis,Scincidae,N,1.370360962,N,"Feldman et al., 2016",
Lizards,Eumeces indothalensis,Scincidae,N,0.616650387,N,"Feldman et al., 2016",
Lizards,Eumeces schneideri,Scincidae,N,2.203257297,N,"Feldman et al., 2016",
Lizards,Eumecia anchietae,Scincidae,N,1.916443742,N,"Feldman et al., 2016",
Lizards,Eumecia johnstoni,Scincidae,N,1.77513061,N,"Feldman et al., 2016",
Lizards,Eurylepis poonaensis,Scincidae,N,1.565107002,N,"Feldman et al., 2016",
Lizards,Eurylepis taeniolata,Scincidae,N,2.140029642,N,"Feldman et al., 2016",
Lizards,Eutropis andamanensis,Scincidae,Y,1.722333224,N,"Feldman et al., 2016",
Lizards,Eutropis beddomii,Scincidae,N,0.616650387,N,"Feldman et al., 2016",
Lizards,Eutropis bibronii,Scincidae,N,0.415974797,N,"Feldman et al., 2016",
Lizards,Eutropis bontocensis,Scincidae,Y,0.616650387,N,"Feldman et al., 2016",
Lizards,Eutropis carinata,Scincidae,N,1.992103424,N,"Feldman et al., 2016",
Lizards,Eutropis chapaensis,Scincidae,N,1.020077568,N,"Feldman et al., 2016",
Lizards,Eutropis clivicola,Scincidae,N,0.685070634,N,"Feldman et al., 2016",
Lizards,Eutropis cumingi,Scincidae,Y,0.474083696,N,"Feldman et al., 2016",
Lizards,Eutropis darevskii,Scincidae,N,0.37492786,N,"Feldman et al., 2016",
Lizards,Eutropis dissimilis,Scincidae,N,1.216070894,N,"Feldman et al., 2016",
Lizards,Eutropis englei,Scincidae,Y,0.832821571,N,"Feldman et al., 2016",
Lizards,Eutropis floweri,Scincidae,Y,0.519899139,N,"Feldman et al., 2016",
Lizards,Eutropis gansi,Scincidae,N,0.676138522,N,"Feldman et al., 2016",
Lizards,Eutropis grandis,Scincidae,Y,1.830651948,N,"Feldman et al., 2016",
Lizards,Eutropis indeprensa,Scincidae,Y,0.771395538,N,"Feldman et al., 2016",
Lizards,Eutropis innotata,Scincidae,N,0.516890907,N,"Feldman et al., 2016",
Lizards,Eutropis longicaudata,Scincidae,N,1.804847427,N,"Feldman et al., 2016",
Lizards,Eutropis macrophthalma,Scincidae,Y,1.440925306,N,"Feldman et al., 2016",
Lizards,Eutropis macularia,Scincidae,N,0.966478552,N,"Feldman et al., 2016",
Lizards,Eutropis madaraszi,Scincidae,Y,0.929572819,N,"Feldman et al., 2016",
Lizards,Eutropis multicarinata,Scincidae,Y,1.29028593,N,"Feldman et al., 2016",
Lizards,Eutropis multifasciata,Scincidae,N,1.804847427,N,"Feldman et al., 2016",
Lizards,Eutropis nagarjuni,Scincidae,N,0.544719909,N,"Feldman et al., 2016",
Lizards,Eutropis novemcarinata,Scincidae,N,1.333,N,"Feldman et al., 2016",
Lizards,Eutropis quadricarinata,Scincidae,N,0.383233927,N,"Feldman et al., 2016",
Lizards,Eutropis rudis,Scincidae,Y,1.588676243,N,"Feldman et al., 2016",
Lizards,Eutropis rugifera,Scincidae,N,0.792171279,N,"Feldman et al., 2016",
Lizards,Eutropis tammanna,Scincidae,Y,0.544719909,N,"Feldman et al., 2016",
Lizards,Eutropis trivittata,Scincidae,N,1.588676243,N,"Feldman et al., 2016",
Lizards,Eutropis tytleri,Scincidae,Y,2.327285639,N,"Feldman et al., 2016",
Lizards,Exila nigropalmata,Scincidae,N,0.948147089,N,"Feldman et al., 2016",
Lizards,Feylinia boulengeri,Scincidae,N,0.393,N,"Feldman et al., 2016",
Lizards,Feylinia currori,Scincidae,N,1.615401509,N,"Feldman et al., 2016",
Lizards,Feylinia elegans,Scincidae,N,0.743263192,N,"Feldman et al., 2016",
Lizards,Feylinia grandisquamis,Scincidae,N,0.729094482,N,"Feldman et al., 2016",
Lizards,Feylinia macrolepis,Scincidae,N,0.331194063,N,"Feldman et al., 2016",
Lizards,Feylinia polylepis,Scincidae,Y,0.86247596,N,"Feldman et al., 2016",
Lizards,Fojia bumui,Scincidae,Y,0.593081146,N,"Feldman et al., 2016",
Lizards,Geomyersia coggeri,Scincidae,Y,-0.179854577,N,"Feldman et al., 2016",
Lizards,Geomyersia glabra,Scincidae,Y,-0.099699225,N,"Feldman et al., 2016",
Lizards,Geoscincus haraldmeieri,Scincidae,Y,1.491924995,N,"Feldman et al., 2016",
Lizards,Glaphyromorphus clandestinus,Scincidae,N,0.872326631,N,"Feldman et al., 2016",
Lizards,Glaphyromorphus cracens,Scincidae,N,0.569108991,N,"Feldman et al., 2016",
Lizards,Glaphyromorphus crassicaudus,Scincidae,N,0.494631124,N,"Feldman et al., 2016",
Lizards,Glaphyromorphus darwiniensis,Scincidae,N,0.593081146,N,"Feldman et al., 2016",
Lizards,Glaphyromorphus fuscicaudis,Scincidae,N,1.203823333,N,"Feldman et al., 2016",
Lizards,Glaphyromorphus mjobergi,Scincidae,N,1.29028593,N,"Feldman et al., 2016",
Lizards,Glaphyromorphus nigricaudis,Scincidae,N,1.185249063,N,"Feldman et al., 2016",
Lizards,Glaphyromorphus nyanchupinta,Scincidae,N,0.458473106,N,"Feldman et al., 2016",
Lizards,Glaphyromorphus othelarrni,Scincidae,N,1.22972274,N,"Feldman et al., 2016",
Lizards,Glaphyromorphus pumilus,Scincidae,N,0.494631124,N,"Feldman et al., 2016",
Lizards,Glaphyromorphus punctulatus,Scincidae,N,0.832821571,N,"Feldman et al., 2016",
Lizards,Gongylomorphus bojerii,Scincidae,Y,0.872326631,N,"Feldman et al., 2016",
Lizards,Graciliscincus shonae,Scincidae,Y,0.116471959,N,"Feldman et al., 2016",
Lizards,Haackgreerius miopus,Scincidae,N,0.39913411,N,"Feldman et al., 2016",
Lizards,Hakaria simonyi,Scincidae,Y,0.616650387,N,"Feldman et al., 2016",
Lizards,Harrisoniascincus zia,Scincidae,N,0.593081146,N,"Feldman et al., 2016",
Lizards,Hemiergis decresiensis,Scincidae,N,0.48393417,N,"Feldman et al., 2016",
Lizards,Hemiergis gracilipes,Scincidae,N,1.169580331,N,"Feldman et al., 2016",
Lizards,Hemiergis initialis,Scincidae,N,-0.007146149,N,"Feldman et al., 2016",
Lizards,Hemiergis millewae,Scincidae,N,0.569108991,N,"Feldman et al., 2016",
Lizards,Hemiergis peronii,Scincidae,N,0.48393417,N,"Feldman et al., 2016",
Lizards,Hemiergis quadrilineata,Scincidae,N,0.428151443,N,"Feldman et al., 2016",
Lizards,Hemiergis talbingoensis,Scincidae,N,0.188589891,N,"Feldman et al., 2016",
Lizards,Hemisphaeriodon gerrardii,Scincidae,N,2.645718243,N,"Feldman et al., 2016",
Lizards,Insulasaurus arborens,Scincidae,Y,0.756667183,N,"Feldman et al., 2016",
Lizards,Insulasaurus traanorum,Scincidae,Y,0.448495756,N,"Feldman et al., 2016",
Lizards,Insulasaurus victoria,Scincidae,Y,0.280158714,N,"Feldman et al., 2016",
Lizards,Insulasaurus wrighti,Scincidae,Y,0.832821571,N,"Feldman et al., 2016",
Lizards,Isopachys anguinoides,Scincidae,N,0.341764292,N,"Feldman et al., 2016",
Lizards,Isopachys borealis,Scincidae,N,0.963338513,N,"Feldman et al., 2016",
Lizards,Isopachys gyldenstolpei,Scincidae,N,1.180572166,N,"Feldman et al., 2016",
Lizards,Isopachys roulei,Scincidae,N,0.479080945,N,"Feldman et al., 2016",
Lizards,Janetaescincus braueri,Scincidae,Y,0.05540995,N,"Feldman et al., 2016",
Lizards,Janetaescincus veseyfitzgeraldi,Scincidae,Y,-0.330405338,N,"Feldman et al., 2016",
Lizards,Jarujinia bipedalis,Scincidae,N,0.602198342,N,"Feldman et al., 2016",
Lizards,Kaestlea beddomii,Scincidae,N,0.569108991,N,"Feldman et al., 2016",
Lizards,Kaestlea bilineata,Scincidae,N,0.728897229,N,"Feldman et al., 2016",
Lizards,Kaestlea laterimaculata,Scincidae,N,0.355353548,N,"Feldman et al., 2016",
Lizards,Kaestlea palnica,Scincidae,N,0.524898563,N,"Feldman et al., 2016",
Lizards,Kaestlea travancorica,Scincidae,N,0.685070634,N,"Feldman et al., 2016",
Lizards,Kanakysaurus viviparus,Scincidae,Y,1.07170316,N,"Feldman et al., 2016",
Lizards,Kanakysaurus zebratus,Scincidae,Y,0.872326631,N,"Feldman et al., 2016",
Lizards,Lacertaspis chriswildi,Scincidae,N,0.213223207,N,"Feldman et al., 2016",
Lizards,Lacertaspis gemmiventris,Scincidae,N,1.037498126,N,"Feldman et al., 2016",
Lizards,Lacertaspis lepesmei,Scincidae,N,0.569108991,N,"Feldman et al., 2016",
Lizards,Lacertaspis reichenowi,Scincidae,N,0.46889945,N,"Feldman et al., 2016",
Lizards,Lacertaspis rohdei,Scincidae,N,0.662632765,N,"Feldman et al., 2016",
Lizards,Lacertoides pardalis,Scincidae,Y,1.360769955,N,"Feldman et al., 2016",
Lizards,Lamprolepis leucosticta,Scincidae,Y,0.910749223,N,"Feldman et al., 2016",
Lizards,Lamprolepis nieuwenhuisii,Scincidae,Y,0.872326631,N,"Feldman et al., 2016",
Lizards,Lamprolepis smaragdina,Scincidae,Y,1.541134847,N,"Feldman et al., 2016",
Lizards,Lamprolepis vyneri,Scincidae,Y,0.750307368,N,"Feldman et al., 2016",
Lizards,Lampropholis adonis,Scincidae,N,0.442686783,N,"Feldman et al., 2016",
Lizards,Lampropholis amicula,Scincidae,N,-0.139204285,N,"Feldman et al., 2016",
Lizards,Lampropholis caligula,Scincidae,N,0.46889945,N,"Feldman et al., 2016",
Lizards,Lampropholis coggeri,Scincidae,N,0.213223207,N,"Feldman et al., 2016",
Lizards,Lampropholis colossus,Scincidae,N,0.519899139,N,"Feldman et al., 2016",
Lizards,Lampropholis couperi,Scincidae,N,0.332643142,N,"Feldman et al., 2016",
Lizards,Lampropholis delicata,Scincidae,N,0.494631124,N,"Feldman et al., 2016",
Lizards,Lampropholis elongata,Scincidae,N,0.442686783,N,"Feldman et al., 2016",
Lizards,Lampropholis guichenoti,Scincidae,N,0.415974797,N,"Feldman et al., 2016",
Lizards,Lampropholis mirabilis,Scincidae,N,0.415974797,N,"Feldman et al., 2016",
Lizards,Lampropholis robertsi,Scincidae,N,0.494631124,N,"Feldman et al., 2016",
Lizards,Lankascincus deignani,Scincidae,Y,0.569108991,N,"Feldman et al., 2016",
Lizards,Lankascincus deraniyagalae,Scincidae,Y,0.616650387,N,"Feldman et al., 2016",
Lizards,Lankascincus dorsicatenatus,Scincidae,Y,0.259205585,N,"Feldman et al., 2016",
Lizards,Lankascincus fallax,Scincidae,Y,0.494631124,N,"Feldman et al., 2016",
Lizards,Lankascincus gansi,Scincidae,Y,0.494631124,N,"Feldman et al., 2016",
Lizards,Lankascincus greeri,Scincidae,Y,0.581146292,N,"Feldman et al., 2016",
Lizards,Lankascincus munindradasai,Scincidae,Y,0.213223207,N,"Feldman et al., 2016",
Lizards,Lankascincus sripadensis,Scincidae,Y,0.575621963,N,"Feldman et al., 2016",
Lizards,Lankascincus taprobanensis,Scincidae,Y,0.569108991,N,"Feldman et al., 2016",
Lizards,Lankascincus taylori,Scincidae,Y,0.415974797,N,"Feldman et al., 2016",
Lizards,Larutia larutensis,Scincidae,N,1.431714484,N,"Feldman et al., 2016",
Lizards,Larutia miodactyla,Scincidae,N,1.179431014,N,"Feldman et al., 2016",
Lizards,Larutia nubisilvicola,Scincidae,N,0.923752089,N,"Feldman et al., 2016",
Lizards,Larutia puehensis,Scincidae,Y,1.105869646,N,"Feldman et al., 2016",
Lizards,Larutia seribuatensis,Scincidae,Y,0.887045061,N,"Feldman et al., 2016",
Lizards,Larutia sumatrensis,Scincidae,Y,1.343907315,N,"Feldman et al., 2016",
Lizards,Larutia trifasciata,Scincidae,N,1.720707701,N,"Feldman et al., 2016",
Lizards,Leiolopisma alazon,Scincidae,Y,0.728897229,N,"Feldman et al., 2016",
Lizards,Leiolopisma telfairii,Scincidae,Y,2.08534444,Y,"Feldman et al., 2016","Pregill, 1986"
Lizards,Lepidothyris fernandi,Scincidae,N,2.157274919,N,"Feldman et al., 2016",
Lizards,Lepidothyris hinkeli,Scincidae,N,1.863695371,N,"Feldman et al., 2016",
Lizards,Lepidothyris striatus,Scincidae,N,2.047946574,N,"Feldman et al., 2016",
Lizards,Leptoseps osellai,Scincidae,N,-0.220198306,N,"Feldman et al., 2016",
Lizards,Leptoseps poilani,Scincidae,N,-0.169065978,N,"Feldman et al., 2016",
Lizards,Leptosiaphos aloysiisabaudiae,Scincidae,N,-0.108395827,N,"Feldman et al., 2016",
Lizards,Leptosiaphos amieti,Scincidae,N,0.388744099,N,"Feldman et al., 2016",
Lizards,Leptosiaphos blochmanni,Scincidae,N,0.494631124,N,"Feldman et al., 2016",
Lizards,Leptosiaphos dewittei,Scincidae,N,0.593081146,N,"Feldman et al., 2016",
Lizards,Leptosiaphos dungeri,Scincidae,N,0.616650387,N,"Feldman et al., 2016",
Lizards,Leptosiaphos fuhni,Scincidae,N,0.213223207,N,"Feldman et al., 2016",
Lizards,Leptosiaphos graueri,Scincidae,N,0.428151443,N,"Feldman et al., 2016",
Lizards,Leptosiaphos hackarsi,Scincidae,N,0.206335352,N,"Feldman et al., 2016",
Lizards,Leptosiaphos hylophilus,Scincidae,N,-0.03499378,N,"Feldman et al., 2016",
Lizards,Leptosiaphos ianthinoxantha,Scincidae,N,0.685070634,N,"Feldman et al., 2016",
Lizards,Leptosiaphos kilimensis,Scincidae,N,0.891669515,N,"Feldman et al., 2016",
Lizards,Leptosiaphos koutoui,Scincidae,N,0.332643142,N,"Feldman et al., 2016",
Lizards,Leptosiaphos luberoensis,Scincidae,N,0.519899139,N,"Feldman et al., 2016",
Lizards,Leptosiaphos meleagris,Scincidae,N,0.428151443,N,"Feldman et al., 2016",
Lizards,Leptosiaphos pauliani,Scincidae,N,0.442686783,N,"Feldman et al., 2016",
Lizards,Leptosiaphos rhodurus,Scincidae,N,1.091832743,N,"Feldman et al., 2016",
Lizards,Leptosiaphos rhomboidalis,Scincidae,N,0.46889945,N,"Feldman et al., 2016",
Lizards,Leptosiaphos vigintiserierum,Scincidae,N,0.360974144,N,"Feldman et al., 2016",
Lizards,Lerista aericeps,Scincidae,N,0.075477374,N,"Feldman et al., 2016",
Lizards,Lerista allanae,Scincidae,N,0.647483509,N,"Feldman et al., 2016",
Lizards,Lerista allochira,Scincidae,N,-0.246707701,N,"Feldman et al., 2016",
