Species_ID,body_mass_g,body_length_max_mm,Class,Order,Family,Species
R187,NA,700,Reptilia,Testudines,Trionychidae,Rafetus euphraticus
R78,NA,1600,Reptilia,Squamata,Colubridae,Rhinechis scalaris
R248,NA,NA,Reptilia,Squamata,Typhlopoidea,Rhinotyphlops episcopus
R249,NA,NA,Reptilia,Squamata,Colubridae,Rhynchocalamus barani
R233,NA,550,Reptilia,Squamata,Colubridae,Rhynchocalamus melanocephalus
R234,NA,1800,Reptilia,Squamata,Colubridae,Spalerosophis diadema
R228,NA,100,Reptilia,Squamata,Gekkonidae,Stenodactylus grandiceps
R189,NA,77,Reptilia,Squamata,Gekkonidae,Tarentola angustimentalis
R190,NA,75,Reptilia,Squamata,Gekkonidae,Tarentola bischoffi
R191,NA,75,Reptilia,Squamata,Gekkonidae,Tarentola boettgeri
R192,NA,84,Reptilia,Squamata,Gekkonidae,Tarentola delalandii
R193,NA,72,Reptilia,Squamata,Gekkonidae,Tarentola gomerensis
R194,NA,84,Reptilia,Squamata,Gekkonidae,Tarentola mauritanica
R121,NA,69,Reptilia,Squamata,Lacertidae,Teira dugesii
R195,NA,1300,Reptilia,Squamata,Colubridae,Telescopus fallax
R246,NA,600,Reptilia,Squamata,Colubridae,Telescopus nigriceps
R196,NA,300,Reptilia,Testudines,Testudinidae,Testudo graeca
R197,NA,200,Reptilia,Testudines,Testudinidae,Testudo hermanni
R199,NA,305,Reptilia,Testudines,Testudinidae,Testudo marginata
R123,NA,260,Reptilia,Squamata,Lacertidae,Timon lepidus
R131,NA,400,Reptilia,Squamata,Lacertidae,Timon princeps
R141,NA,97,Reptilia,Squamata,Scincidae,Trachylepis aurata
R236,NA,105,Reptilia,Squamata,Scincidae,Trachylepis septemtaeniata
R142,NA,68,Reptilia,Squamata,Scincidae,Trachylepis vittata
R200,NA,90,Reptilia,Squamata,Agamidae,Trapelus agilis
R201,NA,100,Reptilia,Squamata,Agamidae,Trapelus lessonae
R202,NA,1000,Reptilia,Testudines,Trionychidae,Trionyx triunguis
R203,NA,400,Reptilia,Squamata,Typhlopidae,Typhlops vermicularis
R184,NA,NA,Reptilia,Squamata,Lacertidae,Psammodromus manuelae
R204,NA,650,Reptilia,Squamata,Varanidae,Varanus griseus
R205,NA,NA,Reptilia,Squamata,Viperidae,Montivipera albizona
R206,NA,950,Reptilia,Squamata,Viperidae,Vipera ammodytes
R207,NA,940,Reptilia,Squamata,Viperidae,Vipera aspis
R208,NA,1040,Reptilia,Squamata,Viperidae,Vipera berus
R209,NA,780,Reptilia,Squamata,Viperidae,Montivipera bulgardaghica
R210,NA,421,Reptilia,Squamata,Viperidae,Vipera darevskii
R211,NA,486,Reptilia,Squamata,Viperidae,Vipera dinniki
R240,NA,290,Reptilia,Squamata,Viperidae,Vipera eriwanensis
R212,NA,600,Reptilia,Squamata,Viperidae,Vipera kaznakovi
R213,NA,730,Reptilia,Squamata,Viperidae,Vipera latastei
R242,NA,600,Reptilia,Squamata,Viperidae,Vipera lotievi
R214,NA,870,Reptilia,Squamata,Viperidae,Vipera nikolskii
R215,NA,NA,Reptilia,Squamata,Viperidae,Vipera pontica
R227,NA,620,Reptilia,Squamata,Viperidae,Vipera renardi
R217,NA,750,Reptilia,Squamata,Viperidae,Vipera seoanei
R216,NA,750,Reptilia,Squamata,Viperidae,Vipera transcaucasiana
R218,NA,490,Reptilia,Squamata,Viperidae,Vipera ursinii
R74,NA,30,Reptilia,Squamata,Colubridae,Zamenis hohenackeri
R75,NA,1500,Reptilia,Squamata,Colubridae,Zamenis lineatus
R76,NA,1600,Reptilia,Squamata,Colubridae,Zamenis longissimus
R241,NA,1200,Reptilia,Squamata,Colubridae,Zamenis persica
R79,NA,1020,Reptilia,Squamata,Colubridae,Zamenis situla
R137,NA,75,Reptilia,Squamata,Lacertidae,Zootoca vivipara
R252,NA,NA,Reptilia,Squamata,Colubridae,Eirenis coronelloides
